headline,author,time,content
【公告】誠美材限制員工權利新股註銷完成變更登記事宜,中央社,2023-01-17T07:13:11.000Z,"日 期：2023年01月17日
公司名稱：誠美材 (4960)
主 旨：誠美材限制員工權利新股註銷完成變更登記事宜
發言人：盛海天
說 明：
1.主管機關核准減資日期:112/01/13
2.辦理資本變更登記完成日期:112/01/13
3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:
(1)本次銷除股份940,360 股，每股面額新台幣(以下同)壹拾元，
共計減少資本9,403,600 元。
(2)RSA股份註銷減資前：本公司實收資本額為6,750,848,700 元，
流通在外股數為675,084,870 股，每股淨值 16.5 元。
(3)RSA股份註銷減資後：本公司實收資本額為6,741,445,100 元，
流通在外股數為674,144,510 股，每股淨值 16.51 元。
(註:每股淨值係以111年第3季之財務報表為設算依據)。
4.預計換股作業計畫:不適用
5.預計減資新股上市後之上市普通股股數:不適用
6.預計減資新股上市後之上市普通股股數占已發行普通股比率
（減資後上市普通股股數/減資後已發行普通股股數）:不適用
7.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，請說明股權流通性偏低
之因應措施:不適用
8.其他應敘明事項:無"
【公告】誠美材申請撤回申報減少資本銷除普通股,中央社,2023-02-02T12:52:16.000Z,"日期：2023年 2月 2日
主旨：誠美材料科技股份有限公司（證券代號4960）申請撤回申報減少資本銷除
普通股案。
公告事項：
接獲誠美材料科技股份有限公司（證券代號4960）因申報書件準備不及申請撤回
申報減少資本銷除普通股101,262,730股，每股面額10元，總額新台幣
1,012,627,300元案。"
"盤中速報 - 誠美材(4960)急拉2.33%報11.05元，成交1,820張",鉅亨網新聞中心,2023-02-07T01:18:27.000Z,"誠美材(4960-TW)近5分K漲速2.33%，07日09:18報11.05元，成交1,820張。（註：漲跌速為5分K的漲跌幅）
誠美材(4960-TW)近5日股價上漲7.61%，所屬產業為光電業，相關光電類指數上漲2.4%。台灣加權指數下跌0.65%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,905 張
外資買賣超：+1,915 張
投信買賣超：0 張
自營商買賣超：-10 張
融資增減：+66 張
融券增減：+7 張
最新相關新聞
〈焦點股〉中小尺寸面板廠剽悍 凌巨一度攻漲停
誠美材股臨會通過現金減資15% 每股將退還1.5元
〈台股盤前要聞〉欣興下修資本支出、誠美材產業能見度低 今日必看財經新聞
誠美材Q4價格、營運有壓 看產業能見度低
誠美材Q3每股賺0.36元 擬現金減資15%
更多鉅亨報導"
誠美材 去年Q4每股虧0.18元,袁顥庭／台北報導,2023-02-13T20:10:00.000Z,"偏光片廠誠美材（4960）公布去年財報，隨著產能利用率下滑，產品價格鬆動，去年第四季由盈轉虧，每股淨損約0.18元，2022年全年稅後純益約4.62億元，每股純益約0.69元。目前看來訂單能見度偏低，上半年展望還是保守以對。
誠美材2022年第四季合併營收約18.74億元、相比前一季減少1.58％，毛利率則是下滑到3.73％，相比上季減少0.94個百分點，本業轉虧，營業損失約8,447萬元，稅後淨損約1.15億元，每股淨損約0.18元，單季又陷虧損。
誠美材2022年合併營收約95億元、相比前一年減少14.68％，合併毛利率約8.18％、和前一年相當，營業利益約1,603萬元、年減91.89％，不過受惠於日圓貶值帶來匯兌收益，以及認列子公司股權處分利益，拉抬稅後純益達4.62億元、年減39.45％，稅後每股純益約0.69元。
誠美材表示，第一季是傳統淡季，面板廠持續調整庫存，1月下旬是農曆年假，工廠配合面板廠安排歲修，2月工作天數少，整體來看第一季營收相比第四季還會下滑。目前看來產業的能見度偏低。預期面板供應鏈第一季會落底，第二季會比第一季好一點。
誠美材表示，面板產業處於低潮，偏光片本業經營辛苦，高值化、提高自製率是公司努力的方向，全力發展高值化產品，包括AR/VR應用、筆電防窺膜、大尺寸產品，車載應用也在認證當中。公司計畫持續提高自製率，增加表面塗布設備、減少外送日本加工，還有一些膠材也會自製，設法改善成本結構。此外，公司也尋找替代料，設法降低成本，如果日本供應商價格高，會引進非日系供應商，特別是一些大陸面板客戶，有些會要求使用紅色供應鏈的產品，例如PMMA、PPA等基材，未來也會採用大陸供應商的產品。
更多工商時報報導欣興董座：載板樂觀到2026iPhone組裝將倍增 立訊大擴廠 叫陣鴻海、和碩衍生性商品成交確認平台明年上線"
《光電股》誠美材111年每股盈餘0.69元,時報資訊,2023-02-13T08:24:58.000Z,【時報-台北電】誠美材(4960)公告董事會通過111年度合併財務報告。111年營業收入94.99億元，營業毛利7.77億元，營業利益1603萬元，稅前淨利4.62億元，本期淨利4.62億元，歸屬於母公司業主淨利4.62億元，基本每股盈餘0.69元。（編輯：沈培華）
誠美材去年EPS 0.69元 擬以資本公積配發每股0.25元,鉅亨網記者劉韋廷 台北,2023-02-13T10:31:53.000Z,"偏光板廠誠美材 (4960-TW) 今 (13) 日公告去年第四季、全年自結財報，受整體面板產業景氣下行、稼動率下滑等因素影響，去年第四季營運由盈轉虧，不過全年仍維持獲利，稅後純益 4.62 億元、年減 39.4%，每股純益 0.69 元。
誠美材董事會今日也通過去年下半年股利分派，擬以資本公積每股配發約 0.25 元現金股利，若以今日收盤價 11.7 元計算，現金殖利率約 2.14%。
誠美材去年第四季營收達 18.74 億元，季減 1.55%、年減 33.52%，毛利率也降為 3.73%，季減 0.95 個百分點、年減 5.72 個百分點，營益率 - 4.51%，較前一季虧損收斂、但由前年同期轉虧，稅後虧損則達 1.14 億元，每股虧損 0.18 元，終結連九季獲利表現。
全年來看，誠美材去年營收達 94.99 億元、年減 14.7%，毛利率 8.18%、年增 0.02 個百分點，營益率 0.17%、年減 1.61 個百分點，稅後純益 4.62 億元、年減 39.4%，雖然去年下半年本業由盈轉虧，但全年在業外挹注下，仍守住獲利，每股純益 0.69 元。
營運展望方面，誠美材說，考量產業、大環境變數仍多，對營運維持謹慎保守看法，由於首季是傳統淡季、加上農曆過年工作天數減少，估第一季營收將較去年第四季小幅下滑，且認為今年上半年尚未看到產業好轉跡象，要觀察下半年是否轉佳。
更多鉅亨報導•誠美材Q4價格、營運有壓 看產業能見度低•誠美材股臨會通過現金減資15% 每股將退還1.5元"
【公告】誠美材辦理現金減資已完成實收資本額變更登記,中央社,2023-03-15T08:05:28.000Z,"日 期：2023年03月15日
公司名稱：誠美材 (4960)
主 旨：誠美材辦理現金減資已完成實收資本額變更登記
發言人：盛海天
說 明：
1.主管機關核准減資日期:112/03/06
2.辦理資本變更登記完成日期:112/03/13
3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:
實收資本額(元) 流通在外股數(股) 每股淨值(元)(註)
減資前 6,741,445,100 674,144,510 16.25
減資後 5,728,817,800 572,881,780 17.38
註:依111年第4季業經會計師核閱竣事之財務報表為依據計算。
4.預計換股作業計畫:詳見本公司112/03/06重大訊息第11款公告。
5.預計減資新股上市後之上市普通股股數:572,881,780 股
6.預計減資新股上市後之上市普通股股數占已發行普通股比率
（減資後上市普通股股數/減資後已發行普通股股數）:100%
7.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，請說明股權流通性偏低
之因應措施:不適用
8.其他應敘明事項:
(1)本公司減資資本額變更登記業經經濟部112年3月13日經授商字第11230037130號
函核准在案。
(2)換股作業計畫尚未經主管機關核備，若核備後內容有所變動，本公司將另行公
告變更之。"
【公告】誠美材料科技現金減資換發股票上市買賣,中央社,2023-03-22T12:35:17.000Z,"日期：2023年 3月22日
誠美材料科技股份有限公司（公司代號：4960）現金減資換發股票停止股東名簿
記載之變更（即暫停股票過戶）、舊股票停止上市買賣暨新股票開始換發及上市
買賣日期。
一、停止股東名簿記載變更之事由：現金減資換發股票。
二、停止股東名簿記載變更起迄日期：112年4月18日起至112年4月22日止。
三、本次換發內容：本次現金減資退還股款計新台幣1,012,627,300元，銷除已
發行股份101,262,730股，減資後實收資本額為新台幣5,728,817,800元、
572,881,780股，按減資換股基準日股東名簿記載之股東持有股份比例每壹
仟股減少150.2092333股(即每股退還股款1.50209233元)及每壹仟股換發新
股票849.7907667股。
四、舊股票停止在市場買賣日期：自112年4月14日起至112年4月22日止。
五、減資換發股票基準日：112年4月22日。(自112年4月24日起開始受理換發股
票，採無實體發行)
六、新股票上市開始買賣暨舊股票終止上市日期：112年4月24日。
七、減資換發股票公告業於112年3月17日依公司法第252條、273條暨有價證券交
付或發放之相關資訊公告於公開資訊觀測站。
八、本次換發之新股其權利義務均相同。"
誠美材違反內控規定 證交所開罰10萬元違約金,呂淑美／台北報導,2023-06-27T11:55:40.000Z,"證交所表示，誠美材（4960）採購及付款循環之內部控制制度設計及執行經核有多項缺失，已違反證交所對上市公司內部控制制度查核作業程序第9條第2項規定，因此，證交所處以違約金10萬元，並函知誠美材之後應確實依規定辦理。
更多中時新聞網報導我失業了～有勞保就可請領失業給付？錯！整理6大QA 小心別被雇主黑投信大換手 14檔新歡股出列台積電死敵輸慘了！第二季獲利恐驚人暴減99％ 國家經濟陪葬"
盤後速報 - 誠美材(4960)下週(7月17日)除息0.3元，預估參考價12.55元,鉅亨網新聞中心,2023-07-10T09:05:43.000Z,"誠美材(4960-TW)下週(7月17日)將進行除息交易，其中每股配發現金股利0.3元。
以今日(7月10日)收盤價12.85元計算，預估參考價為12.55元，息值合計為0.3元，股息殖利率2.34%。（註：預估參考價等資訊，皆以(7月10日)收盤價做計算，僅提供參考）
誠美材(4960-TW)所屬產業為光電業，主要業務為偏光板。其他。無。近5日股價上漲7.59%，台灣加權指數下跌1.49%，股價漲幅表現優於大盤。
歷史股利發放
除權息前股價
現金股利 (元/股)
現金殖利率
股票股利 (元/百股)
2023/07/17
12.85
0.30027
2.34%
0.0
2022/07/15
9.69
0.5003
5.16%
0.0
2016/07/14
14.9
0.5
3.36%
0.0
2015/06/29
29.75
2.5
8.4%
0.0
2014/08/08
35.450001
0.5
1.41%
0.5
最新相關新聞
今皓新董座石浩吉：今年調體質衝刺車用、AI 明年拚轉盈
盤中速報 - 誠美材(4960)急跌-2.95%報11.5元，成交21,603張
今皓董事提名人選出爐 誠美材董座入列 衝刺車用轉型
盤中速報 - 誠美材(4960)急拉2.16%報11.85元，成交202張
外資大砍開發金2.4萬張 連二賣台積電共超過2萬張
更多鉅亨報導"
【公告】誠美材董事會決議112年上半年度不分派盈餘,中央社,2023-08-07T09:29:14.000Z,"日 期：2023年08月07日
公司名稱：誠美材 (4960)
主 旨：誠美材董事會決議112年上半年度不分派盈餘
發言人：黃培明
說 明：
1. 董事會決議日期：112/08/07
2. 股利所屬年(季)度：112年 上半年
3. 股利所屬期間：112/01/01 至 112/06/30
4. 股東配發內容：
(1)盈餘分配之現金股利(元/股)：0
(2)法定盈餘公積發放之現金(元/股)：0
(3)資本公積發放之現金(元/股)：0
(4)股東配發之現金(股利)總金額(元)：0
(5)盈餘轉增資配股(元/股)：0
(6)法定盈餘公積轉增資配股(元/股)：0
(7)資本公積轉增資配股(元/股)：0
(8)股東配股總股數(股)：0
5. 其他應敘明事項：
無
6. 普通股每股面額欄位：新台幣10.0000元"
《台北股市》外資23日買超股：矽統、誠美材、緯創,時報資訊,2023-08-23T23:34:43.000Z,"【時報-台北電】台股23日加權指數收16576.90點，漲139.29點或0.85%，總成交值2942.11億元。三大法人買超89.08億元，其中外資買超61.54億元，投信、自營商分別買超21.39億元及買超6.08億元。
外資買超前十大個股，依類別分，9檔電子股、1檔金融股；依股價分，2檔百元股、2檔中價位股及6檔銅板股；買超張數方面，2檔買超上萬張，榜首為矽統(2363)，買超2萬1373張，誠美材(4960)、緯創(3231)名列二、三名，分別買超1萬144張及買超9803張。第四及第五名為英業達(2356)、宏碁(2353)，其他依序為精英(2331)、中信金(2891)、中環(2323)、矽格(6257)及台積電(2330)。
●外資23日買超前十名：
1.矽統(2363)收33.00元，漲3.00元或10.00%，外資買超2萬1373張。
2.誠美材(4960)收12.60元，漲0.30元或2.44%，外資買超1萬144張。
3.緯創(3231)收127.50元，漲4.00元或3.24%，外資買超9803張。
4.英業達(2356)收59.20元，漲1.00元或1.72%，外資買超9645張。
5.宏碁(2353)收37.70元，漲0.10元或0.27%，外資買超6776張。
6.精英(2331)收32.00元，漲0.80元或2.56%，外資買超6659張。
7.中信金(2891)收23.70元，漲0.15元或0.64%，外資買超6571張。
8.中環(2323)收12.90元，漲0.05元或0.39%，外資買超6046張。
9.矽格(6257)收55.40元，漲2.80元或5.32%，外資買超5656張。
10.台積電(2330)收552.00元，漲11.00元或2.03%，外資買超5054張。
●前三大個股近五日籌碼：
1.矽統(2363)三大法人累計買超1萬3617張，其中外資買超1萬3667張、投信買超0張、自營商賣超50張；融資增1萬3226張、融券增1萬1174張，券資比32.06%。
2.誠美材(4960)三大法人累計買超1萬6134張，其中外資買超1萬7144張、投信買超0張、自營商賣超1010張；融資增4969張、融券增1858張，券資比6.63%。
3.緯創(3231)三大法人累計賣超5萬4761張，其中外資賣超5萬4362張、投信買超2268張、自營商賣超2666張；融資減8006張、融券減2060張，券資比9.13%。(編輯：財經內容中心)"
《光電股》誠美材：H2拚優於H1,時報資訊,2023-09-09T06:29:37.000Z,"【時報-台北電】偏光片廠誠美材（4960）舉行法說會，受到面板景氣低迷的影響，誠美材連續三個季度虧損。誠美材表示，預期第三季營運表現持穩，隨著產能利用率調升，財務表現有機會改善。第四季訂單能見度不高，整體來看下半年表現會優於上半年。
受到面板景氣低迷的影響，誠美材連續三個季度虧損。第二季合併營收約25.29億元、相比前一季成長36.19％，隨著產能利用率提升，毛利率轉正、來到5.35％，營業損失約8,358萬元，稅後淨損約1.75億元，每股淨損約0.31元。誠美材上半年合併營收約43.86億元、相比2022年同期減少23.35％，營業損失約2.99億元，稅後淨損3.69億元，稅後每股淨損約0.61元。
產品結構來看，誠美材2023年上半年IT產品占比約42％，電視產品比重約47％、相比2022年增加。誠美材表示，前一波面板景氣修正當中，電視面板下滑幅度大，但也因為調整較早，復甦也比較快，2023年出貨動能相比IT產品要來的好。
誠美材8日公布8月營收，由於部分產品因為客戶遞延至8月拉貨，帶動8月合併營收彈升到9.58億元，相比前一個月成長21.73％，相比2022年同期則是成長58.2％。
展望第三季，誠美材表示，面板廠持續控制產能利用率，強化庫存彈性和流動性，預估第三季營收相比前一季持平或小幅下滑。公司因應產品市場價格調漲不易，以及面板廠持續調控產能，將持續優化自身產品接單結構，捨棄不賺錢的訂單，希望財務表現改善。至於產能利用率來看，第二季產能利用率拉升到80％的水準，第三季持平，第四季訂單能見度不高，公司營運和面板廠表現連動，整體來看仍預期下半年會比上半年好。
至於偏光片價格走勢，誠美材表示，2023年偏光片價格相對平穩，公司下半年針對部分毛利比較差的訂單有機會調整價格。此外，近期日本TAC膜供應商喊漲價，公司除了持續導入後段製程自動化和優化製程之外，將積極驗證並導入替代膜材，以降低材料成本。(新聞來源 : 工商時報一袁顥庭／台北報導)"
《光電股》誠美材H2看升不變 土洋齊拱逆衝,時報資訊,2023-10-16T04:29:43.000Z,"【時報記者莊丙農台北報導】誠美材(4960)8、9月營收回溫，第3季營收略優於上季，單季虧損估計收斂，外資、自營商上周五加碼買進，今天股價盤中漲幅達到7.5％，若還原息值，已突破今年4/24減資掛牌後的新高價位。
誠美材第3季稼動率與上季差異不大，約在8成左右，8月營收來到今年最高，達9.58億元，單季營收25.98億元，季增2.7％，年增36.5％。
第4季目前還要觀察面板廠表現，景氣及接單能見度還不明顯，不過與原先法說會預期下半年營收優於上半年的看法不變。誠美材也持續朝價值高類型產品發展，偏光片新技術正在開發中，目前都還沒有到達量產水準。
此外，因應產品市場價格調漲不易及上游面板廠持續調控產能，持續優化自身產品接單結構，並將驗證並導入替代膜材，降低材料成本。
9月下旬外資重新加碼，短短12個交易日買超近萬張水準，上周五外資買超1759張、自營商買超3969張，持續推高股價，今天開盤買盤搶進，漲幅一度達7.5％，再創波段新高，中午過後成交張數超過2萬張，呈現量價齊揚表現。"
《台北股市》三大法人16日買超股：聯電、誠美材、中信金,時報資訊,2023-10-16T23:39:30.000Z,"【時報-台北電】台股16日加權指數收16652.24點，跌130.33點或0.78%，總成交值2407.58億元。三大法人賣超178.99億元，其中外資賣超156.25億元，投信、自營商分別買超16.28億元及賣超39.02億元。
三大法人買超前十大個股，依類別分，2檔電子股、7檔金融股及1檔傳產股；依股價分，10檔銅板股；買超張數方面，1檔買超上萬張，榜首為聯電(2303)，買超2萬1486張，誠美材(4960)、中信金(2891)名列二、三名，分別買超8788張及買超7079張。第四及第五名為兆豐金(2886)、永豐金(2890)，其他依序為開發金(2883)、第一金(2892)、元大金(2885)、中纖(1718)及玉山金(2884)。
●三大法人16日買超前十名：
1.聯電(2303)收47.15元，漲0.15元或0.32%，三大法人買超2萬1486張。
2.誠美材(4960)收13.05元，漲0.50元或3.98%，三大法人買超8788張。
3.中信金(2891)收25.35元，漲0.20元或0.80%，三大法人買超7079張。
4.兆豐金(2886)收38.80元，漲0.30元或0.78%，三大法人買超6560張。
5.永豐金(2890)收18.40元，跌0.10元或0.54%，三大法人買超5229張。
6.開發金(2883)收12.05元，股價持平，三大法人買超3896張。
7.第一金(2892)收26.75元，漲0.05元或0.19%，三大法人買超3238張。
8.元大金(2885)收25.55元，漲0.10元或0.39%，三大法人買超2836張。
9.中纖(1718)收8.20元，漲0.20元或2.50%，三大法人買超2812張。
10.玉山金(2884)收24.70元，漲0.05元或0.20%，三大法人買超2690張。
●前三大個股近五日籌碼：
1.聯電(2303)三大法人累計買超9萬1216張，其中外資買超7萬6172張、投信買超1萬3101張、自營商買超1942張；融資減3270張、融券增372張，券資比5.80%。
2.誠美材(4960)三大法人累計買超1萬7959張，其中外資買超1萬2671張、投信買超0張、自營商買超5288張；融資減1758張、融券增37張，券資比0.20%。
3.中信金(2891)三大法人累計買超6萬5011張，其中外資買超5萬6626張、投信買超2829張、自營商買超5554張；融資減4217張、融券增131張，券資比2.99%。(編輯：財經內容中心)"
