headline,author,time,content
《電腦設備》奇鋐現增發行3000萬股 基準日為2月25日,時報資訊,2023-02-02T07:16:33.000Z,"【時報-台北電】奇鋐(3017)因償還銀行借款、充實營運資金，決議現金增資發行新股3000萬股，每股面額10元發行，發行價格待定價後另行公布。
現金增資認股基準日為2月25日，最後過戶日為2月20日，停止過戶日期為2月21日~2月25日止。（編輯：邱致馨）"
《電子零件》奇鋐1月營收雙減 美系外資力挺續抱,時報資訊,2023-02-13T02:50:55.000Z,"【時報記者張漢綺台北報導】散熱廠奇鋐(3017)1月合併營收為28.1億元，月減38.42%，奇鋐公告現金增資3億元，每股認購價格為95元，募得資金將用於償還銀行借款、充實營運資金，美系外資最新報告給予奇鋐「持股續抱」評等，目標價110元，奇鋐盤中股價逆勢力守紅盤。
受到農曆年長假影響，奇鋐1月合併營收為28.1億元，月減38.42%，年減35.42%。
奇鋐日前公告完成現金增資3億元，每股認購價格為95元，認股基準日為112年2月25日，最後過戶日為112年2月20日，停止過戶期間為112年2月21日及2月25日，募得資金將用於償還銀行借款、充實營運資金。
美系外資最新報告指出，奇鋐3000萬股現金增資每股認購價為95元，約當最近收盤價115.5元，折讓約18%，訂價折扣約在大多數15%到25%範圍，受到平台轉換及大環境宏觀不確定因素影響，近期伺服器零組件遇逆風，給予奇鋐「持股續抱」評等，目標價110元。"
《電腦設備》奇鋐 周線由黑翻紅,時報資訊,2023-02-26T07:29:33.000Z,"【時報-台北電】奇鋐（3017）24日面臨前高反壓，在多頭奮起下，早盤就以跳空開高之姿出現，雖未能一舉越過前高118.5元，但以118元開場，仍令市場眼睛為之一亮，不到9點30分，股價就直上127元，與漲停板價128元，只剩一線之隔，不過前方有歷史新高價128.5元作梗，終場僅以120.5元作收，上漲3.43％，不過順利推升周漲幅5.24％，周線由黑翻紅。
奇鋐日前公告現金增資3億元，每股認購價95元，募得資金將用於償還銀行借款、充實營運資金，由於其現金增資認股基準日落在2月25日，近期股價奔高，應有助於提振現增參與意願。(新聞來源 : 工商時報一鄭淑芳)"
《熱門族群》浪潮風暴波及 雙鴻、奇鋐喊冤,時報資訊,2023-03-09T23:55:11.000Z,"【時報-台北電】浪潮風暴延燒，散熱廠遭點名恐受害，對此，包括雙鴻（3324）和奇鋐（3017）均表示，並沒有出貨給浪潮，對無端惹議，表示不解。
全球第三大、大陸最大品牌伺服器廠浪潮集團遭美方納入貿易黑名單風暴擴大，美國兩大晶片巨頭輝達、超微都正在評估停止供貨浪潮與其子公司，受到利空波及，市場傳言伺服器散熱大廠雙鴻和奇鋐也恐因而遭殃，受到此利空影響，雙鴻9日走跌，收163.5元，下跌2.39％，奇鋐亦下跌1.26％，收在117.5元。
對此，雙鴻表示，伺服器的主力客戶為美系客戶，並無與浪潮有業務來往，迄今浪潮的業績仍掛蛋，奇鋐也表示，伺服器的出貨主要以白牌為主，多年前確實有出貨給浪潮，但因利潤不佳，早已不做多年，浪潮事件對公司並無影響。
浪潮事件出現意外插曲，也讓市場重新關注散熱前景，儘管去年有缺料的變數，但雙鴻去年仍勉力成長，去年EPS 14.68元仍較前年EPS 13.12元續揚，就連毛利率的表現也不錯，達到19.65％，表現優於前年的18.68％。
展望今年，雙鴻指出，隨著工作天數增加，預期3月營收可望續揚，惟因首季工作天數較少，季減表現恐難免，但第二季起即可望重拾成長動能，伴隨著下半年伺服器晶片推出，下半年優於上半年仍可期。
雙鴻2月營收9.89億元，月增7.1％，惟累計前二月營收19.13億元，較去年同期的24.51億元仍下滑21.94％。(新聞來源 : 工商時報一鄭淑芳／台北報導)"
奇鋐今年擬配現金股利5.42元 動力配4元,中央社,2023-03-14T03:21:52.000Z,"（中央社記者韓婷婷台北2023年3月14日電）散熱廠奇鋐 (3017) 2022年每股盈餘（EPS）11.78元，擬配發5.42元現金，配發率為46%，略低於過去2年5成以上水準；動力-KY (6591) 去年EPS 6.9元，擬配發4元現金股息，配發率58%，維持去年相當水準。
奇鋐2022年營收新台幣560.16億元，稅後盈餘41.62億元，EPS為11.78元，表現亮眼，董事會通過每股配發5.42元現金股利，其中包括4.52元盈餘分配及0.9元資本公積，按早盤111元左右計算，現金殖利率約4.88%，股東會召開日期為6月15日。
奇鋐累計今年前2月營收70.68億元，年減15.86%。
散熱風扇廠動力-KY 2022年全年合併營收16.59億元，合併毛利率31.08%，合併營業淨利率15.66%，歸屬於母公司稅後淨利2.26億元，每股盈餘（EPS）6.9元。其中第4季合併營收3.96億元，合併毛利率34.58%，歸屬於母公司稅後淨利3396萬元，稅後每股盈餘（EPS）0.95元。
動力董事會決議通過擬配發每股4元現金股利，按今天早盤47元左右計算，現金殖利率約8.5%。
展望2023年第1季，動力表示，雖第一季為傳統出貨淡季，且消費性電子產業終端市場需求仍較保守，觀察目前在手訂單狀況，可見客戶庫存調整終將告段落，加上近期NVIDIA即將推出中階顯卡RTX 4070系列新品，在電競剛性需求穩健下有機會刺激一波換購潮，有助今年營運回溫。
動力表示，今年2月合併營收9814萬元，受惠近期電競需求回溫，帶動主要客戶對於電競相關散熱風扇產品於年後提升回補庫存力道，貢獻單月營收較上月成長24.45%，惟終端通路目前仍屬庫存調整期及通貨膨脹等因素，消費者持觀望態勢；累計前2月合併營收1.77億元，年減52.81%。"
《電子零件》奇鋐Q1傳統淡季 美系外資續抱評等不變,時報資訊,2023-03-14T03:39:55.000Z,"【時報記者張漢綺台北報導】散熱廠奇鋐(3017)2022年每股盈餘為11.78元，公司董事會決議每股配息5.42元，受到終端消費需求疲弱影響，奇鋐今年前2月合併營收為70.68億元，年減15.86%，美系外資最新報告給予奇鋐「持股續抱」評等及目標價108.35元，奇鋐今天盤中股價走弱。
受惠於伺服器等產品出貨成長，奇鋐2022年合併營收為560.16億元，年增18.35%，創下歷年新高，營業毛利為108.49億元，年增29.38%，合併毛利率為19.37%，年增1.65個百分點，營業淨利為63.05億元，年增30.63%，稅後盈餘為41.62億元，年增43.5%，每股盈餘為11.78元。
由於第1季為傳統淡季且終端需求依舊疲弱，奇鋐今年前2月合併營收為70.68億元，年減15.86%，美系外資預估，奇鋐今年第1季營收將年減20%，毛利率亦因營收規模較小而下滑，美系外資指出，奇鋐近期股價疲弱，反應伺服器需求疲軟及毛利率見頂，維持奇鋐「持股續抱」評等，目標價108.35元。"
焦點股：奇鋐去年獲利突破一股本，股價突破大箱型整理,財訊快報,2023-03-22T02:44:41.000Z,【財訊快報／研究員吳旻蓁】奇鋐(3017)去年合併營收560億元，營業利益逾63億元、稅後盈餘41.62億元，同步刷新紀錄，獲利首度突破一個股本，EPS達11.78元。其中，第四季營運相對平穩，單季營收維持147.8億元，營業利益16.86億元，均創次高紀錄，稅後盈餘10.81億元，EPS 3.06元。 公司今年將配息5.42元，發放率46%。儘管今年PC不景氣，且近期伺服器市場也因終端需求疲軟與庫存升高遭下修全年出貨量，但奇鋐產品線分散，伺服器業務能見度仍高，以及旗下富世達(6805)折疊手機進入收割期，均對營運有所支撐。 股價在法人買盤進駐下，量能連續性增溫，並突破大箱型整理區間，目前日KD持續向上，若站穩前高，搭配法人買盤延續，則有利多方。
《熱門族群》AI商機噴發 雙鴻、奇鋐權證夯,時報資訊,2023-03-22T23:52:21.000Z,"【時報-台北電】各大科技巨頭搶食人工智慧（AI）商機，相關題材熱度不減，在AI伺服器題材加持下，散熱雙雄雙鴻（3324）、奇鋐（3017）22日強勢表態，分別勁揚7.56％、7.91％，奇鋐盤中還一度亮燈漲停，改寫歷史新天價。
ChatGPT所引動的AI商機全面大爆發，AI伺服器成長可期，連帶散熱相關台廠也吃補，法人指出，今年PC市況有望逐漸走出谷底，板卡、伺服器展望相對優異，相關業者可望受惠。
受惠題材激勵，散熱雙雄雙鴻、奇鋐22日聯手大漲表態，分別勁揚7.56％、7.91％，雙鴻最高價達193.5元，寫九個月新高，奇鋐盤中也還一度觸及漲停價139元，創歷史新高，投信連六日持續買超5,212張。
無懼電子需求疲軟，散熱大廠去年營收及獲利表現逆勢強，雙鴻、奇鋐全年稅後純益分別達12.64億元、41.62億元，雙雙創下歷史新高紀錄，全年每股稅後純益（EPS）則分別達14.68元、11.78元。
散熱模組大廠雙鴻VGA新品逐步放量，市場預估，其3月營收有望明顯提升，且動能亦將延續至第二季左右，此外，英特爾（Intel）Eagle Stream新平台出貨時程延宕，預計將於第二季底、第三季初開始發量，而新平台功率提升，亦將拉高產品平均售價（ASP），帶動獲利上揚。
此外，雙鴻耕耘液冷技術已久，法人指出，液冷散熱兼具效能、減碳雙重優勢，在市場對伺服器瓦數、ESG要求同步大增下，液冷散熱需求亦可望顯著成長。
奇鋐也公布2月自結稅後純益4.24億元，較去年同期大幅成長81.97％，而單月EPS則為1.21元。法人指出，奇鋐產品線分散，其中，旗下小金雞富世達為知名品牌折疊手機軸承供應商，目前也已進入收割期，對其營運亦可望有所支撐。(新聞來源：工商時報─鄭郁平／台北報導)"
奇鋐2月EPS1.21元 年增逾八成,鄭淑芳／台北報導,2023-03-22T12:33:32.000Z,"奇鋐（3017）因近期股價漲多，應主管機關要求公告獲利自結數，經公告2月EPS達1.21元，年增逾八成，相較於營收的年增率僅5.19％，獲利表現明顯超預期。
因被列為AI伺服器概念股，奇鋐近期股價飆漲，光近三個交易日即由115.5元大躍進到136.5元，漲幅達18.18％，因漲幅超前，22日應主管機關要求先行公告最近期獲利自結數。
經奇鋐結算，2月合併營收為42.58億元，雖呈年增5.19％，但稅前盈餘5.78億元、稅後純益4.24億元，年增率卻飆高至49.35％、81.97％，換算單月EPS 1.21元，相較於獲利創歷史新高的去年第三季EPS 3.51元，工作天數較少的今年2月獲利表現可謂是毫不遜色。
更多中時新聞網報導矽銀、瑞信禍害全球！謝金河揪最大兇手：諾貝爾得主1句話搞倒？長壽秘訣！養成5種睡眠習慣 研究證實：早死機率降30％台新金 短線有望上攻"
奇鋐2月EPS 1.21元超預期，Q1獲利受矚目,財訊快報,2023-03-23T05:03:37.000Z,【財訊快報／記者王宜弘報導】散熱模組大廠奇鋐(3017)公告2月自結獲利，單月稅後盈餘4.24億元，年增率高達82%，EPS 1.21元，表現超乎預期，於淡季中呈現旺季水準。 儘管PC市況不景氣，但奇鋐產品線分散，伺服器、網通業務去年以來表現不俗，旗下富世達(6805)發展折疊手機軸承業務有成，貢獻度大增，帶動該公司營運持續刷新紀錄。 根據去年財報，奇鋐去年合併營收560億元，營業利益逾63億元、稅後盈餘41.62億元，同步刷新紀錄，獲利首度突破一個股本，EPS達11.78元，今年將配發5.42元現金股利。 由於高速運算(HPC)趨勢明確，ChatGPT帶動AI伺服器需求大增，散熱需求將只增不減，而英特爾Xeon與AMD EPYC Genoa處理器新平台陸續登場，也推升機構設計的複雜度；至於液冷應用可望從今年起加速提升，對伺服器散熱產業的ASP與毛利率貢獻卓著。 本週散熱模組族群由奇鋐、雙鴻(3324)領軍大漲，二線廠力致(3483)、泰碩(3338)相繼跟進，成為法人季底做帳一大指標。奇鋐2月營收雖僅以42.58億元，年增5.28%，但獲利4.24億元，較同期大增逾82%，表現超乎預期，EPS 1.21元，首季獲利表現受矚目。
