headline,author,time,content
〈焦點股〉軍工概念股夯 高僑自動化具營收實績吸睛,鉅亨網記者張欽發 台北,2023-03-03T03:26:23.000Z,"台灣軍工概念股走強，包括雷虎 (8033-TW) 及邑錡 (7402-TW) 因結盟帶動股價今 (3) 日走高，而具有軍工產品對軍方交貨實績的高僑自動化 (6234-TW) ，也預估 2023 年營收將再成長，吸引外資法人買盤注意，昨日出現買超。
以高僑的營運實績來看，2022 年第四季的營運優於第三季的 1.9 億元，全年營收 13.35 億元，年增 7.94%，且預估 2023 年將有勝過 2022 年業績表現。
高僑自動化 2022 年前三季營收爲 10.84 億元，毛利率 16.48%，稅後純益爲 1.7 億元，年增 52.96%，每股純益爲 1.69 元，前三季稅後純益已超越去 2021 全年的 1.25 億元，法人估算，高僑去年每股純益可望跨越 2 元、改寫 7 年來新高。
高僑自動化產品包括 PCB 製程的微型鑽針及自動化傳送設備，但自動化傳送設備營收比重則高於鑽針，同時，高僑自動化從 2013 年起陸續取得國防部軍備局的生產設備標案，同時，2018 年起取得軍備局生產製造中心的雲豹甲車動力底盤系統案，2022 年 1 月並與金屬壓鑄廠信鋐工業拿下 3.32 億元的動力底盤標案，依估算，高僑自動化 2022 年來自軍工產業的營收約占 30%。
高僑自動化自動化傳送設備曾應用於晶圓廠、半導體廠及面板廠，公司看好持續開發新一代自動化傳送設備開發，在企業節能減碳需求的提升下的成長。
更多鉅亨報導•虎門科技連3年成長 去年營收續寫新猷 今年將拓軍工版圖•〈台股盤後〉電子熄火失守15600點 IPC、軍工概念股獲追捧"
熱門股：元太(8069)、高僑(6234)、華孚(6235)、耀登(3138)、華新(1605),財訊快報,2023-03-06T02:58:47.000Z,元太(8069)：電子貨架標籤(ESL)在物聯網領域成長可期，與永豐餘另一旗下RFID公司永道-KY同步受惠智慧零售商機。早盤股價突破所有均線，漲幅逾5%。 高僑(6234)：跨入軍工領域，自動化設備、PCB製程微型探鑽針為主力產品，陸續於近年獲得國防部、軍備局等標案，軍工業務佔比達三成。早盤跳空開高，震盪拉上漲停板。 華孚(6235)：產品轉型攻新能源車領域，打入特斯拉供應鏈和中國市場，鎂鋁合金成為眾多新能源車廠的機構件解決方案，也為華孚帶來更多接單機會。早盤沿5日線上攻，震盪拉上漲停板。 耀登(3138)：MWC展中亮相5G毫米波O-RU與ORAN驗證，也切入低軌衛星領域發展接收設備開發，切入多元應用市場。早盤開平走高，一路攻上漲停板。 華新(1605)：積極布局新能源產業，電線電纜、不銹鋼、資源事業等多元佈局效益顯現，且獲選納入台灣50 ETF新成分股。早盤股價守穩在月線之上，漲幅維持約2%。(周佳蓉)
《台北股市》盤中焦點股：華孚、大立光、寶一、晟銘電、高僑、台半,時報資訊,2023-03-06T02:04:33.000Z,"【時報-台北電】盤中焦點股：
1.華孚(6235)：積極耕耘車用，2月營收年增逾五成，外資連4買合計8156張，早盤直攻漲停板。
2.大立光(3008)：預期3月拉貨動能回升，3日三大法人聯手轉買超125張，盤初放量頻頻觸及漲停。
3.寶一(8222)：重電族群持續吸金，股價整理後補量再攻。
4.晟銘電(3013)：搭ChatGPT熱潮，不理外資3日轉賣超，盤初再爆量攻漲停24.8元。
5.高僑(6234)：軍工概念股夯，外資買超不停歇，盤初爆量強攻漲停26元鎖住。
6.台半(5425)：衝刺車用市場再傳捷報，獲德一級車用零組件大筆轉單，盤初疾拉漲停鎖死，飛過百元關。
7.亞航(2630)：受惠軍機訂單放量，股價強勢漲停。
8.福懋(1434)：殖利率超過5%，股價盤初漲逾2%，一舉飛過5日線。
9.亞光(3019)：2月營收年增9.13%，早盤一度揚升7.4%，放量衝關70。
10.邑錡(7402)：與雷虎簽合作開發無人機載具相機，股價跳空鎖漲停。
11.威剛(3260)：三大法人連日擴大買超，盤初股價漲至71.5元，衝上8餘月波段新高。
12.台積電(2330)：海通國際最新指出，下半年反彈將比「U」型復甦更強，升價至650元，盤初開高收復5日線。
13.劍麟(2228)：汽車事業穩健，新品持續發酵，外資3月來持續買超，自營商3日也加入多頭行列，盤初股價續漲逾3%，領漲汽車股。
14.大魯閣(1432)：解封提振營運，外資連兩日擴大買超，加上股東會紀念品添話題，盤初股價彈回5日線上。
15.誠品生活(2926)：告別信義店，將另拓10新店，吸引多頭持續搶進，盤初一舉衝過70關、漲幅逾8%。
16.鈊象(3293)：將拓展美國等海外市場，並參與遊戲防老等計畫，加上外資、自營商連日買超，盤初股價續漲逾3%，突破550關。
17.晶睿(3454)：受惠NDAA商機，早盤震盪漲逾3%。
18.哲固(3434)：安控題材熱，早盤噴量一度漲逾7%，股價寫近3個月高。
19.凱美(2375)：本土法人買超對抗外資調節，今早再拉一波，大漲5%突破前高72.5元壓力。
20.精成科(6191)：今起執行庫藏股，搭配大盤攻高，早盤漲幅一度達4%。
21.旭暉應材(6698)：多元化布局挹注業績成長動能，月線之上具支撐，多方反彈逾2%拿回5日線拚高。
22.大成(1210)：蛋價再漲，資金卡位概念股，早盤強勢拉高3%以上。
23.和成(1810)：軍工題材未歇，股價小碎步墊高，開盤後走高2%，重新挑戰20元關卡。
24.八貫(1342)：第1季產能維持滿載，Q2展望樂觀，160元上方強盤，漲幅達4%。
25.華新(1605)：納入台灣50指數成分股於3月17日交易結束後生效，激勵股價止跌上攻。
26.創意(3443)：傳大客戶被美列實體清單，股價短線因漲多續承壓。
27.晶焱(6411)：下半年將搭上這波蘋果Type-C商機，出貨動能有機會明顯回溫。股價開高續強。
28.慧洋-KY(2637)：前2月每股虧0.22元，股價走低。
29.華夏(1305)：去年每股虧損0.64元，擬配發現金0.3元，拚本季營運回溫，股價上攻。
30.漢翔(2634)：周五受邀參加券商舉辦之線上法說會，股價續強。
31.京元電(2449)：去年每股淨利5.59元，寫新高，將配發3.5元股息，拚Q1營運落底，股價續攻46.2元波段新高。
(編輯：李慧蘭)"
《台北股市》盤中焦點股：台積電、優盛、寶一、必應、高僑、元太,時報資訊,2023-04-28T02:18:23.000Z,"【時報-台北電】盤中焦點股：
1.台積電(2330)：昨夜ADR漲1.73%，盤初開高5元、直接站上5日線後，再向上收復500關。
2.優盛(4121)：持股逾五成的佑全藥局拚成下一個大樹，笑納兩根漲停，攻上1年高點。
3.寶一(8222)：軍工熱度抵銷外資27日賣壓，早盤爆量觸漲停價68.7元，目前呈現高檔拉回。
4.必應(6625)：解封帶動演唱會承辦業務，盤中衝上漲停，仍有近7500張買單排隊。
5.高僑(6234)：軍工題材鍍金，連拉2根漲停，站上逾8年高點。
6.元太(8069)：今年物聯網應用產品線營收看增逾3成，投信連5買點火，跳空鎖漲停，飛上半年線與季線。
7.欣興(3037)：先蹲後跳，Q2落底、Q3迎旺季，反彈5%跨過月線。
8.華邦電(2344)：投信連5日買超，加上三星擴大減產有望加速記憶體產業復甦，盤初股價續彈逾3%，飛過月線。
9.濟生(4111)：去年財報亮眼，獲買盤搶進，強拉鎖漲停，挺進8年半高點。
10.安瑞-KY(3664)：引進策略股東樺漢，整合資安產品技術至ESaaS訂閱制四大解決方案，共同進軍國際市場，連拉2根漲停，站上8年半高峰。
11.展宇(1776)：特用化學族群吸引短多追捧，連拉2根漲停，衝波段高。
12.致茂(2360)：首季EPS 2.23元，下半年更好，跳空大漲6.5%，成功回補3月1日向下跳空缺口。
13.環泥(1104)：業內外獲利衝鋒，技術面多方格局不改，繼續呈現仰攻模式，創近2年高點。
14.富邦金(2881)：擬派利2元且不須繳稅，整體配發率56.5%，三大法人連6日買超，今早開高後直搗季線，蓄勢重返6字頭。
15.晶豪科(3006)：近兩周股價回調近17%，下方季線有撐，今早承接買盤轉趨積極，收復季線、80關，拚上5日線。
16.精剛(1584)：首季稅後淨利0.49億元、年增50.96%，寫下12年來同期新高，EPS 0.33元，盤初最高達43.35元、漲幅逾3%。
17.南亞科(2408)：今年營運拚逐季向上，加上三星減產消息激勵，盤初股價進入第三天反彈，躍過月線。
18.聚亨(2022)：外資連3日回補買超，激勵股價強勢攻高，盤初放量觸及漲停9.74元。
19.良得電(2462)：營收穩、獲利揚，打底格局結束，跳漲4%、突圍32元。
20.伊雲谷(6689)：業績動能強，經歷大盤重挫之後已止跌拉升，早盤反彈逾4%，登月線站上130元。
21.僑威(3078)：充電樁、PC電源二大業務安心，50元處支撐確立，強彈半根漲停板。
22.和成(1810)：軍工題材不退，今早再創反彈新高、觸及29元，惟難敵漲多賣壓又翻黑。
23.華新(1605)：印尼冰鎳廠添營收動能，迄今獲投信連5日買超，放量拚回50關。
24.漢翔(2634)：軍工股買氣不減，股價開高走高，再創59.7元新高。
25.聯發科(2454)：法說會下午登場，股價27日提前反彈，摩根士丹利證券提出三套法說情境分析，今早續穩在5日均線之上。
26.盛群(6202)：第一季稅後純益3,675萬元，相較去年第四季成長，不過尚未回升到疫情前水準。法人預期，第二季望持續回溫。股價穩漲。
27.日月光投控(3711)：第一季稅後純益降至三年來低點，每股稅後純益1.36元，下修全年展望，股價力守百元大關。
28.精測(6510)：第二季開始業績開始回溫，盼逐季成長到下半年，股價一度彈逾4%。
29.晶心科(6533)：獲美大廠合約，切入安卓陣營，股價跳空開高逾2%。
30.德(2641)：擴大營運規模，配息1.5元，殖利率8.22％，股價漲3%。
31.創意(3443)：第一季每股盈餘6.97元，今年營運看好，股價續強，反攻千元。
32.韋僑(6417)：新廠開幕，總產能倍增，車用題材點火強彈5.5%，收復月線及五日線。
33.宏達電(2498)：Meta急追AI進度，股價狂飆14%，元宇宙概念股開攻，拚回五日線。
(編輯：李慧蘭)"
"盤中速報 - 高僑(6234)急跌-3.27%報39.9元，成交3,281張",鉅亨網新聞中心,2023-05-02T01:05:20.000Z,"高僑(6234-TW)近5分K跌速3.27%，02日09:05報39.9元，成交3,281張。（註：漲跌速為5分K的漲跌幅）
高僑(6234-TW)近5日股價上漲18.97%，所屬產業為光電業，相關光電類指數上漲4.49%。櫃買指數下跌0.29%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-1,884 張
外資買賣超：-2,149 張
投信買賣超：0 張
自營商買賣超：+265 張
融資增減：+1,009 張
融券增減：+763 張
最新相關新聞
盤中速報 - 高僑(6234)急拉2.43%報40.5元，成交2,790張
盤中速報 - 高僑(6234)急拉2.43%報40.65元，成交2,676張
盤中速報 - 高僑(6234)股價大漲至40.7元，漲幅達7.25%
盤中速報 - 高僑(6234)急拉2.43%報40.8元，成交2,592張
盤中速報 - 高僑(6234)股價大漲至40.8元，漲幅達7.51%
更多鉅亨報導"
【公告】高僑 2023年4月合併營收1.96億元 年增283.81%,中央社,2023-05-03T08:41:35.000Z,"日期： 2023 年 05 月 03日
上櫃公司：高僑 (6234)
單位：仟元"
"盤中速報 - 高僑(6234)股價拉至漲停，漲停價39.8元，成交15,234張",鉅亨網新聞中心,2023-05-10T03:15:16.000Z,"高僑(6234-TW)10日11:15上漲3.6元，股價漲停報39.8元，委買5,741張，成交15,234張。
主要業務為自動化輸送及倉儲設備。產業專業自動化機器及各類腔體組裝。精密微型鑽頭。所屬產業為光電業，相關光電類指數近5日下跌3.45%。
高僑(6234-TW)近5日股價下跌1.36%，櫃買指數下跌1.09%，股價波動與大盤表現同步。
近5日籌碼
三大法人合計買賣超：+123 張
外資買賣超：+70 張
投信買賣超：0 張
自營商買賣超：+53 張
融資增減：-131 張
融券增減：-467 張
最新相關新聞
盤中速報 - 高僑(6234)股價大漲至38.8元，漲幅達7.18%
盤中速報 - 高僑(6234)急拉2.07%報39.45元，成交1,143張
盤中速報 - 高僑(6234)急跌-2.21%報39.8元，成交4,861張
【量大強漲股整理】台股區間整理等待新方向!聯準會預計周四凌晨升一碼!
盤中速報 - 高僑(6234)急跌-2.17%報38.45元，成交7,759張
更多鉅亨報導"
《深滬股》上証指數下跌0.6234點、深成指數上漲9.2908點,時報資訊,2023-05-18T01:34:22.000Z,"【時報-外電報導】上海、深圳交易所最新大盤指數為，上証指數
3283.6086點、下跌0.6234點，深成指數9406.3594點、上漲9.2908
點。"
盤中速報 - 高僑(6234)股價急跌至31.5元，跌幅達7.08%,鉅亨網新聞中心,2023-06-12T04:27:19.000Z,"高僑(6234-TW)12日12:27股價下跌2.4元，報31.5元，跌幅7.08%，成交2,005張。
高僑(6234-TW)所屬產業為光電業，主要業務為自動化輸送及倉儲設備。產業專業自動化機器及各類腔體組裝。精密微型鑽頭。
近5日股價下跌0.59%，櫃買指數上漲1.91%，短期股價無明顯表現。
近5日籌碼
三大法人合計買賣超：-480 張
外資買賣超：-466 張
投信買賣超：0 張
自營商買賣超：-14 張
融資增減：-68 張
融券增減：-63 張
最新相關新聞
盤中速報 - 高僑(6234)急拉2.15%報35.65元，成交1,071張
盤中速報 - 高僑(6234)急拉2.02%報35.3元，成交614張
盤中速報 - 高僑(6234)急跌-2.02%報36.35元，成交603張
盤中速報 - 高僑(6234)急跌-2.27%報36.8元，成交567張
盤中速報 - 高僑(6234)急拉2.2%報37.2元，成交1,511張
更多鉅亨報導"
【公告】高僑董事會決議通過推選董事長續任案,中央社,2023-06-30T11:02:27.000Z,"日 期：2023年06月30日
公司名稱：高僑 (6234)
主 旨：高僑董事會決議通過推選董事長續任案
發言人：陳蓬萊
說 明：
1.董事會決議日期或發生變動日期:112/06/30
2.人員別（請輸入董事長或總經理）:董事長
3.舊任者姓名:李義隆
4.舊任者簡歷:高僑自動化科技(股)公司董事長
5.新任者姓名:李義隆
6.新任者簡歷:高僑自動化科技(股)公司董事長
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、
「退休」、「逝世」或「新任」）:任期屆滿
8.異動原因:董事(含獨立董事)全面改選，召開董事會推選董事長。
9.新任生效日期:112/06/30
10.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第6款所定
對股東權益或證券價格有重大影響之事項):無。"
