headline,author,time,content
【公告】陽程第九次買回庫藏股期間屆滿之相關事宜,中央社,2023-01-09T09:25:15.000Z,"日 期：2023年01月09日
公司名稱：陽程 (3498)
主 旨：陽程第九次買回庫藏股期間屆滿之相關事宜
發言人：葉振祥
說 明：
1.原預定買回股份總金額上限(元):1,750,537,348
2.原預定買回之期間:111/11/10~112/01/09
3.原預定買回之數量(股):1,000,000
4.原預定買回區間價格(元):21.00~38.00
5.本次實際買回期間:111/11/15~111/12/30
6.本次已買回股份數量(股):862,000
7.本次已買回股份總金額(元):28,950,584
8.本次平均每股買回價格(元):33.59
9.累積已持有自己公司股份數量(股):2,462,000
10.累積已持有自己公司股份數量占公司已發行股份總數之比率(%):3.92
11.本次未執行完畢之原因:
基於維護股東權益並兼顧市場機制，公司視股價變化及成交量狀況採取分批買回策略，故未全數執行完畢
12.其他應敘明事項:
無"
【公告】陽程董事會決議出售轉投資股權,中央社,2023-03-10T07:44:43.000Z,"日 期：2023年03月10日
公司名稱：陽程 (3498)
主 旨：陽程董事會決議出售轉投資股權
發言人：葉振祥
說 明：
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
興普科技股份有限公司 普通股
2.事實發生日:112/3/10~112/3/10
3.交易數量、每單位價格及交易總金額:
交易數量:3,214,234股
每單位價格:新台幣110.85元
交易總金額:約新台幣356,310仟元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
交易相對人:R&D CIRCUITS INC (Advantest Corporation Group.)
其與公司之關係:無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
預估處分利益約為新台幣228,919仟元至273,458仟元，
此金額計入其他綜合損益及資產負債表中保留盈餘。
(本交易可能仍有資產、負債、稅務及人員費用等尚待結算及會計師查核；
實際處分利益依會計師查核數為準)
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
本公司此次處分之交易金額約為新台幣311,771仟元至356,310仟元，
差異約新台幣44,539仟元，係受託管之保留款，用以支應交割後可能
產生之或有負債，最遲於交割後15個月後結算完成並交付款項。
10.本次交易之決定方式、價格決定之參考依據及決策單位:
參酌會計師合理性意見書，並經董事會決議
11.取得或處分有價證券標的公司每股淨值:
32.75元
12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
數量：0股
金額：新台幣0元
持股比率：0 %
權利受限情形:無
13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
占公司最近期財務報表中總資產之比例：0
占歸屬於母公司業主之權益之比例：0
營運資金數額：新台幣726,362仟元
14.經紀人及經紀費用:
無
15.取得或處分之具體目的或用途:
轉投資公司被收購
16.本次交易表示異議董事之意見:
無
17.本次交易為關係人交易:否
18.董事會通過日期:
1.民國112年3月10日
19.監察人承認或審計委員會同意日期:
1.民國112年3月10日
20.本次交易會計師出具非合理性意見:否
21.會計師事務所名稱:
宸業聯合會計師事務所
22.會計師姓名:
翁瑞燦
23.會計師開業證書字號:
金管會證字第7015號
24.是否涉及營運模式變更:否
25.營運模式變更說明:
不適用
26.過去一年及預計未來一年內與交易相對人交易情形:
不適用
27.資金來源:
不適用
28.其他敘明事項:
無"
【公告】陽程董事會決議召開112年股東常會相關事宜,中央社,2023-03-23T11:27:15.000Z,"日 期：2023年03月23日
公司名稱：陽程 (3498)
主 旨：陽程董事會決議召開112年股東常會相關事宜
發言人：葉振祥
說 明：
1.董事會決議日期:112/03/23
2.股東會召開日期:112/06/20
3.股東會召開地點:桃園市大園區溪海里聖德北路68號
4.股東會召開方式(實體股東會/視訊輔助股東會/視訊股東會，
請擇一輸入):實體股東會
5.召集事由一、報告事項:
1. 一一一年度營業報告。
2. 審計委員會審查一一一年度決算表冊報告。
3. 本公司「買回公司股份轉讓員工辦法」修正報告。
4. 庫藏股買回執行情形報告。
5. 一一一年度董事酬勞及員工酬勞分配情形報告。
6. 一一一年度現金股利分派情形報告。
7. 出售本公司轉投資事業「興普科技股份有限公司」之股權案報告。
6.召集事由二、承認事項:
1.一一一年度營業報告書及財務報表案。
2.一一一年度盈餘分配案。
7.召集事由三、討論事項:無
8.召集事由四、選舉事項:無
9.召集事由五、其他議案:無
10.召集事由六、臨時動議:無
11.停止過戶起始日期:112/04/22
12.停止過戶截止日期:112/06/20
13.其他應敘明事項:無"
【公告】陽程董事會決議辦理私募普通股案相關事宜,中央社,2023-04-18T08:42:27.000Z,"日 期：2023年04月18日
公司名稱：陽程 (3498)
主 旨：陽程董事會決議辦理私募普通股案相關事宜
發言人：葉振祥
說 明：
1.董事會決議日期:112/04/18
2.私募有價證券種類:普通股。
3.私募對象及其與公司間關係:本次私募普通股之對象以符合證券交易法第四十三條
之六及91年6月13日(91)台財證一字第0910003455號令規定之特定人為限等相關
規定辦理。
惟目前並無已洽定之應募人。
4.私募股數或張數:不超過12,575仟股。
5.得私募額度:不超過12,575仟股，視發行價格暨實際發行股數而定。
自股東常會決議本私募案之日起一年內一次辦理之。
6.私募價格訂定之依據及合理性:
(1)私募普通股之參考價格係依(A)定價日前1、3或5個營業日擇一計算之普通股
收盤價簡單算術平均數與(B)定價日前30 個營業日計算普通股收盤價簡單算術
平均數取(A)及(B)扣除無償配股除權及配息，並加回減資反除權後之股價孰高
者，二基準計算價格較高者定之。
前述私募普通股參考價格訂定之依據符合公開發行公司辦理私募有價證券應注
意事項之規定，故應屬合理。
(2)本次私募普通股實際發行價格以不低於參考價格之八成(80%)為訂定之依據，
擬提請股東會授權董事會視當時市場狀況及客觀條件依相關法令定之。
(3)前述價格訂定方式係依據相關法令辦理，應屬合理。實際定價日及實際私募
價格於不低於股東會決議成數之範圍內，授權董事會視日後洽特定人情形及市
場狀況決定之。
7.本次私募資金用途:本次募得資金將用於充實營運資金、健全財務結構或支應其
他因應本公司長期發展之資金需求等一項或多項用途。
8.不採用公開募集之理由:為掌握募集資金之時效性，於最短期限內取得長期資金
，且限制三年內不得轉讓有助於公司經營權穩定及拓展營運，故擬透過私募方
式向特定人籌募款項。
9.獨立董事反對或保留意見:無
10.實際定價日:尚未訂價。
11.參考價格:尚未訂價。
12.實際私募價格、轉換或認購價格:不適用。
13.本次私募新股之權利義務:本次私募之普通股，權利義務原則上與本公司已發
行之普通股相同；惟依據證券交易法規定，本公司私募股票於交付日起三年內
，除依證券交易法第四十三條之八規定之轉讓對象外，餘不得再賣出。本公司
私募股票自交付日起滿三年後，依相關規定向主管機關申請補辦公開發行及掛
牌交易。
14.附有轉換、交換或認股者，其換股基準日:不適用
15.附有轉換、交換或認股者，對股權可能稀釋情形:不適用
16.附有轉換或認股者，於私募公司債交付且假設全數轉換或認購普通股後對上櫃普通股
股權比率之可能影響（上櫃普通股數A、A/已發行普通股）:不適用
17.前項預計上櫃普通股未達500萬股且未達25%者，請說明股權流通性偏低之因應措施:
不適用
18.其他應敘明事項:本次私募計劃之主要內容，除私募訂價成數外，包含發行價格、股
數、發行條件、計畫項目、資金運用進度、預計可能產生效益及其他未盡事宜、未
來如經主管機關或因客觀環境因素變更而有所修正時，擬請股東會授權董事會依相
關規定辦理。"
盤中速報 - 陽程(3498)股價拉至漲停，漲停價35.65元，成交488張,鉅亨網新聞中心,2023-05-23T04:02:45.000Z,"陽程(3498-TW)23日12:02上漲3.2元，股價漲停報35.65元，委買1張、委賣11張，成交488張。
主要業務為CCL & PCB 自動化設備。Flat Panel Display (簡稱FPD) 自動化設備。物流、其他自動化設備製造及所營相關設備維修與售服。所屬產業為其他電子業，相關其他電子類指數近5日上漲3.8%。
陽程(3498-TW)近5日股價上漲2.37%，櫃買指數上漲3.13%，股價波動與大盤表現同步。
近5日籌碼
三大法人合計買賣超：+26 張
外資買賣超：+55 張
投信買賣超：0 張
自營商買賣超：-29 張
融資增減：-1 張
融券增減：-2 張
最新相關新聞
盤中速報 - 陽程(3498)股價大漲至34.75元，漲幅達7.09%
盤中速報 - 陽程(3498)急拉2.87%報33.9元，成交182張
陽程4月營收0.62億元年增0.79% 1—4月達3.63億元
陽程:代子公司陽程(佛山)科技有限公司公告新增資金貸與金額達「公開發行公司資金貸與及背書保證處理準則」第二十二條規定
陽程:公告本公司設置公司治理主管
更多鉅亨報導"
盤中速報 - 陽程(3498)股價大漲至34.75元，漲幅達7.09%,鉅亨網新聞中心,2023-05-23T03:42:58.000Z,"陽程(3498-TW)23日11:42股價上漲2.3元，報34.75元，漲幅7.09%，成交365張。
陽程(3498-TW)所屬產業為其他電子業，主要業務為CCL & PCB 自動化設備。Flat Panel Display (簡稱FPD) 自動化設備。物流、其他自動化設備製造及所營相關設備維修與售服。
近5日股價上漲2.37%，櫃買指數上漲3.13%，股價波動與大盤表現同步。
近5日籌碼
三大法人合計買賣超：+26 張
外資買賣超：+55 張
投信買賣超：0 張
自營商買賣超：-29 張
融資增減：-1 張
融券增減：-2 張
最新相關新聞
盤中速報 - 陽程(3498)急拉2.87%報33.9元，成交182張
陽程4月營收0.62億元年增0.79% 1—4月達3.63億元
陽程:代子公司陽程(佛山)科技有限公司公告新增資金貸與金額達「公開發行公司資金貸與及背書保證處理準則」第二十二條規定
陽程:公告本公司設置公司治理主管
陽程:公告本公司董事會通過112年第一季合併財務報告
更多鉅亨報導"
盤中速報 - 陽程(3498)急拉2.87%報33.9元，成交182張,鉅亨網新聞中心,2023-05-23T03:02:56.000Z,"陽程(3498-TW)近5分K漲速2.87%，23日11:02報33.9元，成交182張。（註：漲跌速為5分K的漲跌幅）
陽程(3498-TW)近5日股價上漲2.37%，所屬產業為其他電子業，相關其他電子類指數上漲3.8%。櫃買指數上漲3.13%，股價波動與大盤表現同步。
近5日籌碼
三大法人合計買賣超：+26 張
外資買賣超：+55 張
投信買賣超：0 張
自營商買賣超：-29 張
融資增減：-1 張
融券增減：-2 張
最新相關新聞
陽程4月營收0.62億元年增0.79% 1—4月達3.63億元
陽程:代子公司陽程(佛山)科技有限公司公告新增資金貸與金額達「公開發行公司資金貸與及背書保證處理準則」第二十二條規定
陽程:公告本公司設置公司治理主管
陽程:公告本公司董事會通過112年第一季合併財務報告
陽程:更正公告本公司董事會決議辦理私募普通股案相關事宜
更多鉅亨報導"
盤後速報 - 陽程(3498)下週(6月26日)除息2元，預估參考價45.9元,鉅亨網新聞中心,2023-06-15T09:05:26.000Z,"陽程(3498-TW)下週(6月26日)將進行除息交易，其中每股配發現金股利2元。
以今日(6月15日)收盤價47.90元計算，預估參考價為45.9元，息值合計為2.0元，股息殖利率4.18%。（註：預估參考價等資訊，皆以(6月15日)收盤價做計算，僅提供參考）
陽程(3498-TW)所屬產業為其他電子業，主要業務為CCL & PCB 自動化設備。Flat Panel Display (簡稱FPD) 自動化設備。物流、其他自動化設備製造及所營相關設備維修與售服。近5日股價上漲31.71%，櫃買指數上漲0.56%，股價漲幅表現優於大盤。
歷史股利發放
除權息前股價
現金股利 (元/股)
現金殖利率
股票股利 (元/百股)
2023/06/26
47.90
2.0
4.18%
0.0
2018/07/12
39.05
0.5
1.28%
0.0
2017/08/30
57.599998
0.49999576
0.87%
0.0
2016/08/31
55.900002
2.28387537
4.09%
0.0
2015/08/25
47.799999
2.1999999
4.6%
0.0
最新相關新聞
盤中速報 - 陽程(3498)股價大漲至49.4元，漲幅達7.16%
盤中速報 - 陽程(3498)急拉2.54%報48.45元，成交1,205張
盤中速報 - 陽程(3498)急跌-2.84%報45.65元，成交1,735張
盤中速報 - 陽程(3498)急拉3.07%報47.05元，成交816張
盤中速報 - 陽程(3498)股價大漲至47.05元，漲幅達7.67%
更多鉅亨報導"
【公告】陽程112年股東常會重要決議事項,中央社,2023-06-20T07:56:07.000Z,"日 期：2023年06月20日
公司名稱：陽程 (3498)
主 旨：陽程112年股東常會重要決議事項
發言人：葉振祥
說 明：
1.股東常會日期:112/06/20
2.重要決議事項一、盈餘分配或盈虧撥補:通過承認111年度盈餘分配案
3.重要決議事項二、章程修訂:無
4.重要決議事項三、營業報告書及財務報表:通過承認111年度營業報告書及財務報表案
5.重要決議事項四、董監事選舉:無
6.重要決議事項五、其他事項:
通過本公司擬辦理私募現金增資發行新股案
7.其他應敘明事項:無"
《業績-其他電》陽程9月營收為0.84億元，年減54.11%,時報資訊,2023-10-06T08:27:36.000Z,"【時報-快訊】陽程(3498)9月營收(單位:千元)
項目 9月營收 1- 9月營收
112年度 83,999 1,125,229
111年同期 183,053 921,937
增減金額 -99,054 203,292
增減(％) -54.11 22.05"
