headline,author,time,content
廣運2022年營收成長逾3成 今年前2個月也增溫,袁顥庭／台北報導,2023-03-22T05:47:51.000Z,"廣運（6125）去年營運回神，年營收成長31％、達53.59億元，全年轉盈、稅後每股純益約1.91元。再加上太陽能熱，子公司太極能源（4934）今年營運看好、轉投資盛新拼上興櫃，利多消息之下，近期價量增溫。
廣運自動化本業也報喜，近年台商回台投資及COVID-19疫情，國內客戶對智慧自動化需求勁揚，舉凡在各類中大型公共工程、一般產業工廠智慧製造、智慧立體化生產線及高密度倉儲物流等重大工程廣運都有承作實績，並創自動化本業成立以來的接單高峰。廣運今年前二個月合併營收約8.13億元，相比去年同期成長3.37％。
更多中時新聞網報導國泰、華南金法說 股利萬眾矚目Fed升息1碼 全年降息無望無痛存退休金》金融股好慘！股利腰斬還能存？專家這樣說"
【公告】[更正]廣運董事會決議通過取得不動產案,中央社,2023-04-07T12:02:17.000Z,"日 期：2023年04月07日
公司名稱：廣運 (6125)
主 旨：[更正]廣運董事會決議通過取得不動產案
發言人：沈麗娟
說 明：
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
位於桃園市平鎮區山子頂段土地及其上建物
2.事實發生日:112/4/7~112/4/7
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
土地面積:3,202.27坪
建物面積:14,040.79坪
交易總金額新台幣新台幣1,800,000仟元整
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
交易相對人:昭安國際股份有限公司
與公司之關係:非公司之關係人
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依買賣合約條件
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
本次交易之決定方式：參考不動產估價報告並與賣方議價
價格決定之參考依據：不動產估價師估價報告
決策單位：經董事會決議通過
10.專業估價者事務所或公司名稱及其估價金額:
誠正海峽兩岸不動產估價師聯合事務所，估價金額新台幣1,813,831,007元正
宏邦不動產估價師聯合事務所，估價金額新台幣1,844,139,122元正
11.專業估價師姓名:
林金生
李青塘
12.專業估價師開業證書字號:
台北市不動產估價師開業證書字號：(94)北市估字第0060號
不動產估價師證書證號：(103)台內估字第000453號
13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
14.是否尚未取得估價報告:否或不適用
15.尚未取得估價報告之原因:
不適用
16.估價結果有重大差異時，其差異原因及會計師意見:
無重大差異
17.會計師事務所名稱:
不適用
18.會計師姓名:
不適用
19.會計師開業證書字號:
不適用
20.經紀人及經紀費用:
經紀人：第一太平戴維斯股份有限公司
經紀費用：依約定辦理
21.取得或處分之具體目的或用途:
擴充經營業務所需，供營運工廠及辦公用，本公司考量長期營運發展確有必要適時購置。
22.本次交易表示異議之董事之意見:
無
23.本次交易為關係人交易:否
24.董事會通過日期:
民國112年4月7日
25.監察人承認或審計委員會同意日期:
民國112年4月7日
26.本次交易係向關係人取得不動產或其使用權資產:否
27.依「公開發行公司取得或處分資產處理準則」第十六條規定
評估之價格:不適用
28.依前項評估之價格較交易價格為低者，依同準則第十七條規
定評估之價格:不適用
29.其他敘明事項:
無"
廣運高雄台糖成功物流園區開幕,袁顥庭／高雄報導,2023-04-14T15:03:45.000Z,"設備大廠廣運（6125），今天旗下群豐欣業公司於高雄台糖成功物流園區舉行開幕典禮，藉此機會展現智慧物流系統發展。
談及群豐公司成立緣起，廣運董事長謝清福表示，這是與合作伙伴台糖公司在歷經約一年時間，由廣運重新增修建置完成此一體式棧板式自動倉儲系統，此系統為33米高、11個高速走行存取主機（Crane）、儲位15000個、廣運自行開發智慧管理平台WMS（Warehouse Management System，倉庫管理系統）並結合ERP系統及無人搬運車AGV（Automated Guided Vehicle）等，除了作為廣運提供潛在客戶的「工程實績展示基地」，並進行實際運作驗證，也為客戶發展「持續優化設備軟硬體」，期許能替客戶創造更好的競爭優勢。
廣運在智慧倉儲物流、常溫及低溫冷鏈設備耕耘已久，涵蓋客戶有全聯、中華郵政、中國石油、遠雄港、杏一、酷澎、宅配通、momo、Pchome、新竹物流、捷盟（康是美）及統昶等。廣運在智慧物流發貨系統建設方面，通常提供有自動倉儲、自動分揀、無人搬運車、輸送機、環形台車、龍門系統、自動拆棧機器人，電子標籤檢貨系統、自動開箱／貼標／秤重/封箱/捆膜等設備，並且搭配廣運自行開發智慧管理平台WMS進行整合，彈性調度自動化設備進行各種運作，並與客戶的MES及ERP進行垂直系統整合，滿足客戶多元化客製需求。
廣運為客戶建置先進的物流中心，並提供售後服務，這是維繫客戶營運的兩隻腳。廣運力求做得更好，設身處地理解客戶需求並了解客戶的痛點，實際參與運作是最好的方法。因此和台糖公司合作，期許能提供客戶更佳的物流解決方案，讓智慧系統運作及高效營運操作成為客戶物流營運的基石。
更多中時新聞網報導災後重建需求大 鋼廠迎榮景繳了一輩子勞保一場空？四種人退休也領不到錢SCFI、BDI運價齊飆 貨櫃散裝競速 陸航海王預警 「5大挑戰」 Q1獲利崩剩1／4"
廣運接單創高 今年看旺,袁顥庭／高雄報導,2023-04-14T23:29:42.000Z,"設備大廠廣運（6125），旗下群豐欣業於高雄台糖成功物流園區舉行開幕典禮，展現智慧物流系統發展。廣運在2023年進一步推出半導體整廠自動化物料搬運系統整合服務方案，並擴大在智慧物流的服務領域。
受惠於數位轉型趨勢，廣運今年接單創新高，全年營收、獲利成長可期。
談及群豐公司成立緣起，董事長謝清福表示，與合作伙伴台糖公司在歷經約一年時間，由廣運重新增修建置完成此一體式棧板式自動倉儲系統，此系統為33米高、11個高速走行存取主機（Crane）、儲位1.5萬個、廣運自行開發智慧管理平台 WMS（Warehouse Management System，倉庫管理系統）並結合ERP系統及無人搬運車AGV（Automated Guided Vehicle）等，除了作為廣運提供潛在客戶的「工程實績展示基地」，並進行實際運作驗證，也為客戶發展「持續優化設備軟硬體」服務，期許能替客戶創造更好的競爭優勢。
廣運執行長謝明凱表示，跟客戶洽談的狀況來看，今年景氣沒有太差。一方面台商回流，另一方面數位轉型趨勢帶動智慧自動化設備投資。廣運在智慧倉儲物流、常溫及低溫冷鏈設備獲客戶肯定，涵蓋客戶有全聯、中華郵政、中國石油、遠雄港、杏一、酷澎、宅配通、momo、Pchome、新竹物流、捷盟（康是美）及統昶等。今年進一步推出半導體整廠自動化物料搬運系統整合服務方案，並擴大在智慧物流的服務領域。
廣運在智慧物流發貨系統建設方面，提供自動倉儲、自動分揀、無人搬運車、輸送機、環形台車、龍門系統、自動拆棧機器人，電子標籤檢貨系統、自動開箱／貼標／秤重／封箱／捆膜等設備，並且搭配廣運自行開發智慧管理平台 WMS進行整合，彈性調度自動化設備進行各種運作，並與客戶的MES 及ERP 進行垂直系統整合，滿足客戶多元化客製需求。
廣運接單動能這2、3年來持續高度成長，今年3月合併營收5.3億元，較去年同期成長33％，累計第一季合併營收13.4億元，較去年同期成長13.3％。
廣運去年2022年合併營收約53.6億元，年成長33％，毛利率18.6％，稅後純益4.7億元，稅後每股純益1.91元。董事會通過發放現金股利1.62元，股息配發率約85％。
更多工商時報報導15檔投顧點將 拚金牛甩尾hold不住！最賣進口車也漲了工商社論》論海外就業劇減二十多萬人的迷思"
廣運子公司群豐高雄物流園區開幕，強攻智慧自動倉儲,財訊快報,2023-04-17T00:29:33.000Z,"【財訊快報／記者巫彩蓮報導】廣運(6125)旗下群豐欣業公司於高雄台糖成功物流園區正式開幕，群豐智慧自動倉庫體驗有別於傳統平面倉庫，具有優勢設備安全無人為作業工安疑慮、立體化設備，有限土地高效率運用、帳料一致、24小時自動化作業，不會有超時工作人力短缺的問題，以及自動串連前後端資訊倉儲管理系統(WMS)，可提供使用者即時有效的資訊。群豐與合作伙伴台糖公司在歷經約一年時間，由廣運重新增修建置完成此一體式棧板式自動倉儲系統，此系統為33米高、11個高速走行存取主機(Crane)、儲位15000個、自行開發智慧管理平台WMS(Warehouse Management System, 倉庫管理系統)並結合ERP系統及無人搬運車AGV (Automated Guided Vehicle)等，除了作為廣運提供潛在客戶的「工程實績展示基地」，並進行實際運作驗證，也為客戶發展「持續優化設備軟硬體」。廣運在智慧倉儲物流、常溫及低溫冷鏈設備涵蓋客戶有全聯、中華郵政、中國石油、遠雄港(5607)、杏一(4175)、酷澎、宅配通(2642)、momo、Pchome、新竹物流、捷盟(康是美)及統昶等。廣運在智慧物流發貨系統建設方面，通常提供有：自動倉儲、自動分揀、無人搬運車、輸送機、環形台車、龍門系統、自動拆棧機器人，電子標籤檢貨系統、自動開箱/貼標/秤重/封箱/捆膜等設備，並且搭配廣運自行開發智慧管理平台WMS進行整合，彈性調度自動化設備進行各種運作，並與客戶的MES及ERP進行垂直系統整合，滿足客戶多元化客製需求。近年受惠台商回台及新冠疫情，及政府為加速台灣產業轉型升級，積極推動5+2產業創新計畫，接單動能佳，廣運去年合併營收約53.6億元，較去年成長33%，毛利率18.6%，稅後淨利4.7億元，每股稅後盈餘1.91元，日前董事會通過發放現金股利1.62元，股息配發高達85%，今年首季合併營收13.4億元，較去年同期成長13.3%。"
《傳產》10年最大交易 廣運18億買平鎮工業區萬坪廠房,時報資訊,2023-04-19T00:01:16.000Z,"【時報記者郭鴻慧台北報導】自動化設備大廠廣運機械(6125)斥資18億元由老牌化纖產品代理商昭安國際手上買進桃園平鎮工業區萬坪廠房，創平鎮工業區10年最大交易紀錄！
負責本案的第一太平戴維斯協理張(峰)樹表示，本次出售的昭安平鎮廠，建物管理維護情況良好，買方可以即刻進駐使用，無須再投入大量的資金進行改裝，可降低近年營造成本高漲的風險，因此吸引廣運機械積極出手。
本次出售的昭安國際平鎮廠房，土地面積為3,202.27坪，地上7層樓建築物，總面積14,040.79坪，換算建物單價每坪12.9萬元，是近10年來平鎮工業區最大規模的廠房交易案。
張(峰)樹表示，近幾年隨著產業遷移與變動，不少國內傳產業者透過舊廠再開發、建商合建開發、亦或轉型不動產開發業等方式活化手中資產，知名個案包括新光鋼鐵看好台商回流的倉儲物流需求，將桃園觀音區廠區重新打造為現代化自動倉儲物流園區；中和羊毛則逐步轉型為不動產開發商，布局新北市多個廠辦開發案；正大集團旗下的正大尼龍與正大纖維，則是與華固建設合作，將活化新店與北投舊廠，透過都市更新，分別規劃為大型住宅與商辦開發案，都是市場上相當成功的活化案例。"
【公告】廣運董事會通過總經理晉升案 。,中央社,2023-05-05T11:27:20.000Z,"日 期：2023年05月05日
公司名稱：廣運 (6125)
主 旨：廣運董事會通過總經理晉升案 。
發言人：沈麗娟
說 明：
1.董事會決議日期或發生變動日期:112/05/05
2.人員別（請輸入董事長或總經理）:總經理
3.舊任者姓名:謝清福
4.舊任者簡歷:本公司董事長兼總經理。
5.新任者姓名:柯智鈞
6.新任者簡歷:本公司自動化事業群總經理
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、
「退休」、「逝世」或「新任」）:職務調整
8.異動原因:職務晉升。
9.新任生效日期:112/05/05
10.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第6款所定
對股東權益或證券價格有重大影響之事項):
基於落實公司治理及權能分工原則，董事長辭任總經理一職。
謝清福董事長兼任集團策略長。"
"盤中速報 - 廣運(6125)股價殺至跌停，跌停價29.35元，成交14,041張",鉅亨網新聞中心,2023-05-08T03:28:51.000Z,"廣運(6125-TW)08日11:28下跌3.25元，股價跌停報29.35元，委買1,322張、委賣9張，成交14,041張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日上漲2.45%。
廣運(6125-TW)近5日股價上漲2.84%，櫃買指數上漲1.78%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,506 張
外資買賣超：+1,531 張
投信買賣超：0 張
自營商買賣超：-25 張
融資增減：+1,716 張
融券增減：+141 張
最新相關新聞
盤中速報 - 廣運(6125)急跌-2.75%報30.15元，成交3,645張
盤中速報 - 廣運(6125)股價急跌至30.3元，跌幅達7.06%
〈焦點股〉廣運智慧物流接單佳 今爆大量衝7個月來新高價
廣運18億元購入萬坪廠房 創下平鎮工業區10年最大筆交易
廣運旗下群豐欣業揭幕 成為集團展示智慧物流系統利器
更多鉅亨報導"
【公告】廣運 2023年4月合併營收5.12億元 年增24.62%,中央社,2023-05-08T06:11:39.000Z,"日期： 2023 年 05 月 08日
上櫃公司：廣運 (6125)
單位：仟元"
廣運積極參展 除在手的50億元訂單還要提高市占率,鉅亨網記者張欽發 台北,2023-05-17T08:06:41.000Z,"成立近 47 年的物流發貨設備大廠廣運 (6125-TW)， 除以旗下群豐欣業在高雄台糖成功物流園區營運，展示智慧物流系統發展外，並參加今 (17) 日起開展的高雄自動化工業展，廣運執行長謝明凱及總經理柯智鈞親自南下主持開幕，並宣示除在手的 50 億元訂單之外，還要進一步提高市占率。
廣運指出，受惠台商回台及政府致力推動「智慧機械」、「亞洲 ‧ 矽谷」、「綠能科技」、「生醫產業」、「國防產業」、「新農業」及「循環經濟」等 5+2 產業創新計畫，並且擴大自動化投資，廣運目前在手訂單已超過 50 億元，訂單能見度已看到 2025 年。
廣運本次參與展出的主要展出內容包括，半導體 OHT(空中走行式無人搬運車)、AMR(自主式移動機器人) 及智慧物流設備 (倉儲分揀、拆棧、環形台車、無人搬運車)。2023 高雄自動化工業展，是今年度南台灣最具規模的專業工業展，廣運在此次參展以智慧製造實現淨零碳排為概念，展出分智慧物流、半導體整合服務、及永續淨零碳排等三大專區，提供客戶創新解決方案。
同時，廣運執行長謝明凱先前即指出，群豐所提供的智慧自動倉庫體驗有別於優於傳統平面倉庫，主要優點包括. 設備安全、高效作業、料帳正確、節省人力及倉儲管理系統，不僅無人為作業工安疑慮，透過立體化設備，可高效率運用有限土地，並可 24 小時自動化作業，不會有超時工作人力短缺問題。
廣運指出，廣運在智慧倉儲物流、常溫及低溫冷鏈設備持續獲客戶高度肯定，涵蓋客戶有全聯、中華郵政、中國石油、遠雄港、杏一、酷澎、宅配通、momo、Pchome、新竹物流等。廣運在智慧物流發貨系統建設方面，通常提供有：自動倉儲、自動分揀、無人搬運車、輸送機、環形台車、龍門系統、自動拆棧機器人，電子標籤檢貨系統、自動開箱等設備，並且搭配廣運自行開發智慧管理平台 WMS(倉儲管理系統) 進行整合，彈性調度自動化設備進行各種運作，並與客戶的 MES 及 ERP 進行垂直系統整合，滿足客戶多元化客製需求。
廣運指出受惠台商回台及政府致力推動「智慧機械」、「亞洲 ‧ 矽谷」、「綠能科技」、「生醫產業」、「國防產業」、「新農業」及「循環經濟」等 5+2 產業創新計畫，並且擴大在自動化投資，廣運目前在手訂單已超過 50 億元，訂單能見度已看到 2025 年。
更多鉅亨報導•廣運自動化及智慧製造進一步搶攻半導體、公共工程需求•〈焦點股〉廣運轉盈大方配股利1.62元 今爆萬張大量衝半年高價"
