headline,author,time,content
【公告】友達將於112年2月8日召開法人說明會,中央社,2023-01-03T10:43:41.000Z,"日 期：2023年01月03日
公司名稱：友達 (2409)
主 旨：友達將於112年2月8日召開法人說明會
發言人：曾煜智
說 明：
符合條款第四條第XX款：12
事實發生日：112/02/08
1.召開法人說明會之日期：112/02/08
2.召開法人說明會之時間：14 時 00 分
3.召開法人說明會之地點：台北六福萬怡酒店七樓超新星宴會廳
(台北市南港區忠孝東路七段359號)
4.法人說明會擇要訊息：111年第四季法人說明會
5.其他應敘明事項：影音資訊於當日會後上傳
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
友達FIDM Plus一體化顯示方案，CES亮相打造智慧座艙,財訊快報,2023-01-05T06:02:00.000Z,【財訊快報／記者巫彩蓮報導】友達(2409)攜手生態圈合作夥伴推動新一代智慧座艙，打造駕駛操作與車內娛樂大尺寸FIDM Plus一體化顯示方案(Fully Integrated Display Module Plus)，於今年的美國消費性電子大展(CES 2023)首度亮相。 隨著電動車、自駕車快速發展，乘客對於座艙娛樂及更直覺的智慧化服務需求大幅提升，友達所開發的FIDM Plus一體化顯示方案，整合隱藏式鏡頭、IR感測器、環境光感測器及大尺寸內嵌式觸控，能夠完美呈現智慧座艙平台的多屏共享連動、即時導航、情境安全、影音娛樂、遊戲互動及視訊會議等功能。 此次展示的友達FIDM Plus一體化顯示方案，搭載A柱到A柱55吋超大型曲面顯示器，採用全貼合技術，曲面面板與車艙內裝緊密貼合，透過獨家AmLED顯示技術，實現高解析度、高亮度、廣色域等特性，同時以高對比、低耗能、耐候度高及強光下可視性高等優勢，提供駕駛清晰的行車資訊，並整合隱藏式鏡頭，可執行個人化臉部辨識及駕駛疲勞偵測。 友達為全球前三大車用面板供應商地位，FIDM Plus高度整合核心顯示技術及感測元件，從設計到生產的全程服務可縮短客戶開發時程，提升產品品質及可靠性。
〈CES大展〉友達秀Micro LED車用顯示應用 搶未來車艙商機,鉅亨網記者劉韋廷 台北,2023-01-06T02:01:35.000Z,"面板大廠友達 (2409-TW) 車用布局再下一城，繼昨 (5) 日與生態圈合作夥伴高通 (QCOM-US) 推動新一代智慧座艙後，今 (6) 日進一步宣布在美國消費性電子展 CES 上，再發表以前瞻科技 Micro LED 顯示技術導入的車載應用，並展示透明屏、卷軸式、可拉伸式等多元形態顯示器。
友達與高通等合作夥伴展示的 FIDM Plus 一體化顯示方案，是採用友達 AmLED 顯示技術 (AUO Adapative mini LED)，為 A 柱到 A 柱的 55 吋超大型曲面顯示器，採用全貼合技術。
台廠近年面對韓廠、中國廠商競爭，將研發重心放在 Mini/Micro LED 顯示技術上，雖然現階段成本仍不及既有 LCD、OLED 應用，但在高亮度、高對比、廣色域等特性下，被視為是未來車載顯示器的一大利器，台廠皆積極布局。
友達表示，Micro LED 顯示器具有高亮度、高對比、廣色域、反應速度快、高信賴性優點，將可克服環境光對車內顯示效果的影響，同時 Micro LED 省電及使用壽命長，也符合車載應用高標準要求。
創新應用上，友達也展示 Micro LED 透明顯示器，透過高亮度、高穿透度等特色，將可應用在汽車擋風玻璃或側窗上，日前也已將透明顯示器導入在船舶中成為智慧窗屏，此外，因 LED 顯示器具有自由無縫拼接、無限延伸等特性，可望依需求客製調整並延伸應用在不同場域中。
友達本次 CES 展上也秀出 Micro LED 沉浸式車艙顯示方案，其他還包含 14.6 吋卷軸式 Micro LED 顯示器，以及 141 PPI 可拉伸式觸控 Micro LED 面板，將能做為智慧控制旋鈕。
更多鉅亨報導"
三星、友達CES秀Micro LED實力，卡位TV、車載應用,財訊快報,2023-01-06T02:52:26.000Z,【財訊快報／記者巫彩蓮報導】美國CES熱鬧進行中，三星在展會秀出Micro LED在大尺寸TV量產能力，供應尺寸從去年89吋、101吋、110吋三種尺寸，今年增加50吋、63吋、76吋、89吋、101吋、114吋到140吋產品，而友達(2409)延續車載主軸，發表14.6吋卷軸式高穿透度Micro LED顯示器，技術精進與成本下降，加速Micro LED量產的進程，市調機構集邦科技預估，2026年Micro LED大型顯示器的4吋wafer約當量為114萬片，晶片產值預計達27億美元，2021-2026年複合成長率約241%。 Micro LED具有高亮度、高對比、廣色域、反應速度快與高信賴性等特性，被視為次世代顯示技術，惟晶片波長均勻度、巨量轉移、玻璃背板金屬化的良率提升等技術門檻有待克服，導致成本居高不下，先前量產商品化進程緩慢，隨著技術、設備與相關零組件發展日趨成熟，推進Micro LED量產腳步。 Micro LED各種顯示應用領域中，又以TV、大型顯示器被寄予厚望，品牌廠又以三星最為積極，先以2018年推出146吋模組化電視顯示器，去年發表三款超大尺寸Micro LED TV，而今年把供應尺寸帶增加延伸到50-140吋。 而友達仍是以車載應用為主，電動車、自駕車發展，顯示器成為人機互動的關鍵橋樑，友達發揮Micro LED高亮度與高對比的特性，打造14.6吋卷軸式Micro LED顯示器以提供導航或娛樂資訊，為2K解析度的202 PPI軟性面板，搭配40毫米收納曲率半徑可捲起收納，大幅增加車艙空間應用彈性。 市調機構看好，Micro LED在大型顯示器、頭戴式的AR穿透式智慧眼鏡、穿戴式的智慧手錶，以及車用的智慧駕駛座艙及透明顯示等發展，預估2026年之際，Micro LED大型顯示器晶片產值達27億美元。
友達ADR6日上漲0.235美元漲幅4.63%折台股16.31元,中央社,2023-01-06T22:11:54.000Z,"(中央社台北2023年 1月 7日電)友達光電在OTC US掛牌ADR 以5.31美元作收，上漲0.235美元，漲幅 4.63%。
由於每單位友達 ADR相當於台股10股友達普通股，以 1月 6日新台幣匯市收盤價30.712元計算，相當台股友達每股為 16.31元。
最近10個交易日行情如下："
《光電股》友達 外資持續回補,時報資訊,2023-01-08T07:43:18.000Z,"【時報-台北電】1月大尺寸面板價格持穩，面板供需逐漸趨於健康，市場靜待反彈，外資持續回補，近一個月買超友達逾13萬張。友達（2409）6日收盤價15.95元，沿著五日均線走揚，週漲幅約6％。
TrendForce公布1月上旬面板報價，雖進入傳統淡季、客戶拉貨需求減弱，但由於庫存回到正常水位，在面板廠嚴控稼動率之下，預期1月電視面板和筆電面板價格持平，監視器面板價格跌幅也可望持續收斂。友達2月8日將舉行法說會，公布去年財報以及對於今年的展望。友達先前指出面板市況已經到谷底，但是谷底有多長還不知道。(新聞來源 : 工商時報一袁顥庭)"
友達去年營收2467億元，年減33%，創2005年來新低,財訊快報,2023-01-10T06:32:46.000Z,"【財訊快報／記者巫彩蓮報導】友達(2409)公佈去年12月合併營收為180億元，月增率3%，年減率43.3%，第四季合併營收526.5億元，季增率5.9%，年減率43.4%，全年合併營收2,467.9億元，年減率33.4%，失守2500億元關卡，創下2005年以來新低。 友達12月份面板總出貨面積達153.8萬平方米，月增率2.3%，第四季面板總出貨面積達432.2萬平方米，季增率11.5%，與去年同期相比減少33.6%，去年面板總出貨面積達1,917萬平方米，年減率25.4%。 通膨、俄烏戰事，導致疫情紅利消散，買氣退潮，面板進入新一輪景氣循環下行的調整期，TV面板報價從前年第三季跌到去年中，跌到材料成本區間，在面板廠減產救市，產業景氣進入築底階段。 第一季為傳統淡季，面板廠依然嚴控產能，日前友達董事長彭(又又)浪表示，現在面板產業景氣已到谷底，這是一波景氣是直接下去的「L型」，谷底延續多長還很難定論。 友達第三季毛利由正轉負，毛損率為14.6%，營業淨損率為27.6%，稅後淨損達104.3億元，每股稅後虧損1.23元，去年前三季稅後虧損108.93億元，每股稅後虧損1.18元，公司將於2月8日召開法人說明會，公布去年第四季財報。"
友達去年營收摔17年低點 董總12月逆勢加碼逾千張持股,鉅亨網記者劉韋廷 台北,2023-01-10T07:15:00.000Z,"面板大廠友達 (2409-TW) 今 (10) 日公布去年 12 月營收達 179.97 億元、月增 2.98%，為近 6 個月高點，但年減幅仍高達 43.34%，且受整體面板需求低迷影響，去年全年營收達 2467.93 億元、年減 33.4%，寫下 2006 年以來，近 17 年新低。
不過根據公開資訊站統計，友達董事長彭双浪、總經理柯富仁去年 12 月均加碼自家股票，分別買進 1000、245 張，若以友達去年 12 月均價 15.5 元計算，兩人砸下約 1929.75 萬元，但副總經理陳建斌、財務長曾煜智則各調節 40、50 張持股。
友達去年第四季營收則在部分急單挹注下，較第三季略有回升，單季營收達 526.48 億元，季增 5.9%、年減 43.4%。
出貨方面，友達統計，去年 12 月面板總出貨面積達 153.8 萬平方米、月增 2.3%，第四季面板總出貨面積達 432.2 萬平方米，季增 11.5%、年減 33.6%，累計去年全年面板總出貨面積達 1917 萬平方米、年減 25.4%。
展望未來，友達日前表示，通膨目前看起來有稍微緩解，但尚未回到正常水準，雖然景氣仍取決於疫情、通膨與戰爭狀況，但面板業去年已到非常低的谷底，相信未來只會更好、不會再下修，至於反彈速度與時間，還要視近期庫存調整速度。
至於歲修安排上，友達指出，由於目前產能稼動率偏低，因此已陸續展開歲修作業，同時也強調後續可隨時準備好，在市場回溫時，以較高的稼動率生產。
彩晶 (6116-TW) 今日也公布去年 12 月營收達 11.42 億元，月減 14%、年減 41%，累計去年全年營收 170.51 億元、年減 37.7%；出貨方面，12 月份中、小尺寸面板出貨量為 2240 萬片、月減 28.7%，大尺寸顯示器面板及自有品牌產品出貨量約 10.1 萬片、年增 84.3%。
更多鉅亨報導•面板需求低迷 群創去年Q4、全年營收下探合併以來低點"
【公告】友達 2022年12月合併營收179.97億元 年增-43.34%,中央社,2023-01-10T05:42:23.000Z,"日期： 2023 年 01 月 10日
上市公司：友達 (2409)
單位：仟元"
《光電股》友達董總上月捍衛自家股,時報資訊,2023-01-11T00:21:19.000Z,"【時報-台北電】友達（2409）去年股價跌了一整年，與2021年4月最高峰32.55元相較，目前股價腰斬，去年9月底友達每股淨值仍有25.69元，董總帶頭買，據統計，董事長彭?浪去年12月斥資逾1,500萬元，大敲1,000張持股，總經理柯富仁也買進245張。
2022年12月大股東或董事長大買自家股票，包括之前鬧得沸沸揚揚的全家及泰山事件：泰山將全家近2成持股（43,330張）賣給國泰金大股東萬寶開發，同時，龍邦也持續在市場吃貨買進泰山19,855張持股之外，還有多家上市櫃公司董事積極敲進自家持股。
經過2022年11月強彈近2,000點之後，12月拉回741點，不少個股股價跌幅甚深，更有許多個股股價跌破淨值，隨著股價漸落底，不少上市櫃公司法人董事、大股東積極加碼，更有許多自掏腰包捍衛自家股價。
能率法人董事長能率國際買進6,133張、農林法人董事長上揚資產管理買進4,633張、東元董事合遠國際投資3,936張、南帝董事太子建設開發3,130張。
接下來，聯上董事長蘇永義、鼎基大股東鼎玉投資、福裕董事麟居投資、皇普董事長遠安投資、東和大股東馥麗工業、尚凡董事長安家國際等，都在2022年12月加碼1,500～1,800張以上。
而長科*董事長元耀能源、永彰大股東友縳投資、東和鋼鐵董事長懋昇投資、潤隆董事廣陽投資及永光董事永德投資等，也各在2022年12月買進1,000～1,500張之間。
宇隆董事長伸興長華*董事長元耀能源、昇貿大股東嘉貿投資大豐電副董事長鄭博元等，都在12月加碼千張以下至500張之間。(新聞來源 : 工商時報一呂淑美／台北報導)"
