headline,author,time,content
《熱門族群》華新科、大毅 營運回溫,時報資訊,2023-04-11T00:08:57.000Z,"【時報-台北電】受惠於工作天數回復，及被動元件去化庫存有成，華新科（2492）、大毅（2478）3月營收表現優於預期，分別登上八至十個月以來新高，其中華新科第一季營收終結連續二季衰退走勢。
由於陸資被動元件大廠漲價止血，挽救已經瀕臨成本線的MLCC價格，標準品報價可望進一步止穩，10日被動元件族群由華新科領漲，雖然終場漲幅收斂，然而在買盤湧入之下，華新科、禾伸堂攜手重返百元俱樂部。
華新科公告3月營收達27.81億元，創最近八個月新高，月增7.7％，但年減20.45％，累計華新科今年第一季營收78.26億元，也順利揮別連續二個季度營收下滑走勢，季增4.35％。
晶片電阻廠大毅3月營收達4.27億元，創最近十個月來新高，月增15.62％、年減19.27％，第一季營收11.04億元，雖年減23.49％，但季營收幾乎與前一季度持平，反覆打底意味濃厚。(新聞來源 : 工商時報一李淑惠／台北報導)"
盤中速報 - 大毅(2478)股價大漲至50.3元，漲幅達7.02%,鉅亨網新聞中心,2023-05-05T01:14:20.000Z,"大毅(2478-TW)05日09:14股價上漲3.3元，報50.3元，漲幅7.02%，成交215張。
大毅(2478-TW)所屬產業為電子零組件業，主要業務為厚膜晶片電阻、電阻網路、積體電路等零阻件製造加工、買賣業務。有關前產品及原料之進出口貿易業務。代理國內外有關廠商產品之報價投標及經銷買賣等業務。
近5日股價下跌0.63%，台灣加權指數上漲1.28%，短期股價無明顯表現。
近5日籌碼
三大法人合計買賣超：-52 張
外資買賣超：-68 張
投信買賣超：0 張
自營商買賣超：+16 張
融資增減：-2 張
融券增減：0 張
最新相關新聞
盤中速報 - 大毅(2478)急拉2.31%報48.8元，成交41張
盤中速報 - 大毅(2478)急跌-2.09%報51.6元，成交515張
盤中速報 - 大毅(2478)急拉3.16%報48.5元，成交255張
〈焦點股〉外資按讚國巨戰前高 被動元件族群同步走強
大毅:董事會決議股利分派
更多鉅亨報導"
【公告】大毅112年股東常會重要決議事項,中央社,2023-06-07T06:52:22.000Z,"日 期：2023年06月07日
公司名稱：大毅 (2478)
主 旨：大毅112年股東常會重要決議事項
發言人：劉俐妏
說 明：
1.股東常會日期:112/06/07
2.重要決議事項一、盈餘分配或盈虧撥補:通過承認本公司111年度盈餘分派案。
3.重要決議事項二、章程修訂:通過修訂本公司章程案。
4.重要決議事項三、營業報告書及財務報表:通過承認本公司111年度決算表冊案。
5.重要決議事項四、董監事選舉:選舉董事(含獨立董事)案。
6.重要決議事項五、其他事項:
(1)通過解除本公司董事(含獨立董事)競業禁止之限制。
7.其他應敘明事項:無"
【公告】大毅董事會選舉董事長,中央社,2023-06-07T07:53:19.000Z,"日 期：2023年06月07日
公司名稱：大毅 (2478)
主 旨：大毅董事會選舉董事長
發言人：劉俐妏
說 明：
1.董事會決議日期或發生變動日期:112/06/07
2.人員別（請輸入董事長或總經理）:董事長
3.舊任者姓名:江財寶
4.舊任者簡歷:大毅科技(股)公司董事長
5.新任者姓名:江財寶
6.新任者簡歷:大毅科技(股)公司董事長
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、
「退休」、「逝世」或「新任」）:任期屆滿
8.異動原因:股東常會全面改選董事
9.新任生效日期:112/06/07
10.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時
符合證券交易法施行細則第7條第6款所定對股東權益或證券價格有重大影響之事項):無"
【公告】大毅董事會決議除息基準日等相關事宜,中央社,2023-06-15T08:25:31.000Z,"日 期：2023年06月15日
公司名稱：大毅 (2478)
主 旨：大毅董事會決議除息基準日等相關事宜
發言人：劉俐妏
說 明：
1.董事會、股東會決議或公司決定日期:112/06/15
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息
3.發放股利種類及金額:
現金股利289,462,678元(每股配發2元現金股利)
4.除權（息）交易日:112/07/06
5.最後過戶日:112/07/09
6.停止過戶起始日期:112/07/10
7.停止過戶截止日期:112/07/14
8.除權（息）基準日:112/07/14
9.債券最後申請轉換日期:不適用
10.債券停止轉換起始日期:不適用
11.債券停止轉換截止日期:不適用
12.現金股利發放日期:112/07/28
13.其他應敘明事項:
(1)如嗣後因買回本公司股份、將庫藏股轉讓、轉換及註銷、或轉換公司債依發行
及轉換辦法轉換、或員工認股權憑證依發行及認股辦法執行認購者，致影響流
通在外股份數量，股東配息率因此發生變動時，待流通在外股份總數確定後，
擬授權董事會辦理111年度盈餘分配案之實際配息率調整作業，並公告每股分
派股利比率。
(2)本次現金股利按分配比例計算至元為止，元以下捨去，分配未滿一元之畸零款
合計數，轉入本公司職工福利委員會。"
盤後速報 - 大毅(2478)下週(7月6日)除息2元，預估參考價47.0元,鉅亨網新聞中心,2023-06-29T09:05:38.000Z,"大毅(2478-TW)下週(7月6日)將進行除息交易，其中每股配發現金股利2元。
以今日(6月29日)收盤價49.00元計算，預估參考價為47.0元，息值合計為2.0元，股息殖利率4.08%。（註：預估參考價等資訊，皆以(6月29日)收盤價做計算，僅提供參考）
大毅(2478-TW)所屬產業為電子零組件業，主要業務為厚膜晶片電阻、電阻網路、積體電路等零阻件製造加工、買賣業務。有關前產品及原料之進出口貿易業務。代理國內外有關廠商產品之報價投標及經銷買賣等業務。近5日股價下跌0.72%，台灣加權指數下跌1.55%，股價波動與大盤表現同步。
歷史股利發放
除權息前股價
現金股利 (元/股)
現金殖利率
股票股利 (元/百股)
2023/07/06
49.00
2.0
4.08%
0.0
2022/06/30
49.6
4.0
8.06%
0.0
2021/07/29
71.2
3.0
4.21%
0.0
2020/07/28
78.0
1.8
2.31%
0.0
2019/06/27
47.0
2.5
5.32%
0.0
最新相關新聞
台股小漲守住15600點 外資連3賣 三大法人賣超7.33億元
〈焦點股〉Q1轉盈信昌電奔漲停 華科集團領漲被動元件走揚
盤中速報 - 大毅(2478)股價大漲至50.3元，漲幅達7.02%
盤中速報 - 大毅(2478)急拉2.31%報48.8元，成交41張
盤中速報 - 大毅(2478)急跌-2.09%報51.6元，成交515張
更多鉅亨報導"
《業績-電零組》大毅7月營收為3.91億元，年增12.21%,時報資訊,2023-08-10T07:23:37.000Z,"【時報-快訊】大毅(2478)7月營收(單位:千元)
項目 7月營收 1- 7月營收
112年度 390,974 2,634,398
111年同期 348,427 3,088,169
增減金額 42,547 -453,771
增減(％) 12.21 -14.69"
【公告】大毅召開線上法說會,中央社,2023-11-06T09:11:27.000Z,"日 期：2023年11月06日
公司名稱：大毅 (2478)
主 旨：大毅召開線上法說會
發言人：劉俐妏
說 明：
符合條款第四條第XX款：12
事實發生日：112/11/08
1.召開法人說明會之日期：112/11/08
2.召開法人說明會之時間：14 時 00 分
3.召開法人說明會之地點：線上法說會
4.法人說明會擇要訊息：公司營運概況報告
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
〈大毅法說〉Q3純益季減8% Q4、明年首季估持平,鉅亨網記者彭昱文 台北,2023-11-08T08:35:18.000Z,"被動元件廠大毅 (2478-TW) 今 (8) 日公告第三季財報，稅後純益 1.22 億元，季減 8%、年減 23%，每股純益 0.84 元，前三季每股純益 2.34 元。大毅表示，由於目前客戶下單較保守，預估第四季至明年首季都將持平第三季。
大毅第三季營收 11.93 億元，季增 4%、年增 7%；毛利率 19%，季減 2 個百分點、年減 1 個百分點；營益率 9%，季減 1 個百分點、年增 1 個百分點。
大毅前三季營收 34.51 億元，年減 10%、毛利率 20%，年減 4 個百分點、營益率 10%，年減 2 個百分點，稅後純益 3.38 億元，年減 43%。
展望後續營運，大毅表示，目前客戶給的展望較保守，庫存雖然低，但也沒有積極在備料，交期較短，現在預估第四季將持平第三季，明年第一季因農曆過年因素，預期也維持差不多的水準。
大毅第三季產品營收比重來看，電阻約 65%、保護 / 感測元件 38%；若以應用區分，消費性電子比重 27%、電腦週邊 21%、通訊 18%、工業 17%，車用 13%、其他 5%。
更多鉅亨報導•Q3純益季增3成 EPS 11.6元 前三季每股賺30.43元•Q4營收估季減4-6%、雙率持平 產業景氣將落底"
【公告】大毅取得不動產,中央社,2023-11-22T08:35:32.000Z,"日 期：2023年11月22日
公司名稱：大毅 (2478)
主 旨：大毅取得不動產
發言人：劉俐妏
說 明：
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
土地地號：蘆竹區山鼻段0696-0000
2.事實發生日:112/11/22~112/11/22
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
1,233.47坪，每坪32.5萬，交易總額400,877,750元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
有萬國際投資股份有限公司
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依雙方簽訂之買賣合約內容約定條件付款
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
決定方式: 按111年12月15日董事會決議-雙方議價
價格決定之參考依據: 專業鑑價報告；土地租賃合約及附約
決策單位：經111年06月09日董事會決議，
授權董事長全權處理取得不動產(土地)相關簽約
過戶等相關事宜，待交易確定後另作取得及處分資產公告。
10.專業估價者事務所或公司名稱及其估價金額:
展茂不動產估價師聯合事務所
估價金額：土地單價33萬/坪，金額計407,045,100元
11.專業估價師姓名:
楊哲豪
12.專業估價師開業證書字號:
(109)北市估字第000287號
13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
14.是否尚未取得估價報告:否或不適用
15.尚未取得估價報告之原因:
不適用
16.估價結果有重大差異時，其差異原因及會計師意見:
不適用
17.會計師事務所名稱:
不適用
18.會計師姓名:
不適用
19.會計師開業證書字號:
不適用
20.經紀人及經紀費用:
不適用
21.取得或處分之具體目的或用途:
集團未來營運策略布局
22.本次交易表示異議之董事之意見:
無
23.本次交易為關係人交易:否
24.董事會通過日期:
民國111年06月09日
25.監察人承認或審計委員會同意日期:
民國111年06月09日
26.本次交易係向關係人取得不動產或其使用權資產:否
27.依「公開發行公司取得或處分資產處理準則」第十六條規定
評估之價格:不適用
28.依前項評估之價格較交易價格為低者，依同準則第十七條規
定評估之價格:不適用
29.其他敘明事項:
無"
