headline,author,time,content
【公告】盟立112年股東常會重要決議事項,中央社,2023-05-30T07:03:40.000Z,"日 期：2023年05月30日
公司名稱：盟立 (2464)
主 旨：盟立112年股東常會重要決議事項
發言人：林芳毅
說 明：
1.股東常會日期:112/05/30
2.重要決議事項一、盈餘分配或盈虧撥補:通過承認111年度盈餘分派案。
3.重要決議事項二、章程修訂:無
4.重要決議事項三、營業報告書及財務報表:通過承認111年度營業報告書
及財務報表案。
5.重要決議事項四、董監事選舉:無
6.重要決議事項五、其他事項:無
7.其他應敘明事項:無"
盤後速報 - 盟立(2464)次交易(3)日除息1.8元，參考價36.25元,鉅亨網新聞中心,2023-06-30T09:05:59.000Z,"盟立(2464-TW)次交易(3)日將進行除息交易，其中每股配發現金股利1.8元。
首日參考價為36.25元，相較今日收盤價38.05元，息值合計為1.8元，股息殖利率4.73%。
歷史股利發放
除權息前股價
現金股利 (元/股)
現金殖利率
股票股利 (元/百股)
2023/07/03
38.05
1.8
4.73%
0.0
2022/07/04
38.35
2.2
5.74%
0.0
2021/08/16
43.2
2.0
4.63%
0.0
2020/07/02
39.0
2.5
6.41%
0.0
2019/07/10
48.95
3.3
6.74%
0.0
最新相關新聞
盤後速報 - 盟立(2464)下週(7月3日)除息1.8元，預估參考價36.25元
盟立:本公司分派現金股利公告
盟立:公告本公司配發現金股利相關事宜
盟立5月營收6.04億元年減31.61% 1—5月達36.58億元
盟立:公告本公司112年股東常會重要決議事項
更多鉅亨報導"
盤中速報 - 盟立(2464)股價大漲至38.9元，漲幅達7.02%,鉅亨網新聞中心,2023-07-24T03:10:19.000Z,"盟立(2464-TW)24日11:10股價上漲2.55元，報38.9元，漲幅7.02%，成交2,029張。
盟立(2464-TW)所屬產業為其他電子業，主要業務為設計.開發.生產.製造及銷售下列產品:自動化設備系統及其零組件,。電腦 控制設備及系統,醫療器材及其自動化生產設備,立體停車設備,。前項產品 工程之規劃.安裝, 技術咨詢顧問,維修及租賃。
近5日股價下跌1.09%，台灣加權指數下跌1.46%，股價波動與大盤表現同步。
近5日籌碼
三大法人合計買賣超：-163 張
外資買賣超：-214 張
投信買賣超：0 張
自營商買賣超：+51 張
融資增減：-9 張
融券增減：0 張
最新相關新聞
盤後速報 - 盟立(2464)次交易(3)日除息1.8元，參考價36.25元
盤後速報 - 盟立(2464)下週(7月3日)除息1.8元，預估參考價36.25元
盟立6月營收6.86億元年減26.69% 1—6月達43.44億元
盟立:本公司分派現金股利公告
盟立:公告本公司配發現金股利相關事宜
更多鉅亨報導"
盟立 吸引資金關注,張瑞益,2023-08-05T20:10:00.000Z,"盟立（2464）被市場列為AI設備概念股，近期吸引市場資金關注，也推升股價走強，7月下旬股價自波段低點36.2元起漲，4日再度強勢上漲6.8％收市，收在40.85元，股價短線漲幅達12.85％，已站上所有均線上，同時，4日股價寫波段新高，量能也適時放大至6,776張，是近期單日最大量，價量俱揚之下，後市股價多頭表現。
盟立目前主要設備應用領域包括網通、半導體、面板、智慧物流等等，首季營運受壓抑，但該公司指出，客戶本季已展開拉貨潮，市場法人指出，盟立在手訂單近80億元，下半年樂觀。
更多工商時報報導台積電廠地 高市加速通關面板跌勢緩 大摩喊買雙虎欣興董座：載板樂觀到2026"
"盤中速報 - 盟立(2464)急拉2.57%報41.95元，成交4,043張",鉅亨網新聞中心,2023-08-08T03:49:21.000Z,"盟立(2464-TW)近5分K漲速2.57%，08日11:49報41.95元，成交4,043張。（註：漲跌速為5分K的漲跌幅）
盟立(2464-TW)近5日股價上漲10.26%，所屬產業為其他電子業，相關其他電子類指數上漲0.22%。台灣加權指數下跌0.87%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+58 張
外資買賣超：+34 張
投信買賣超：+88 張
自營商買賣超：-64 張
融資增減：+1,845 張
融券增減：+47 張
最新相關新聞
盤中速報 - 盟立(2464)股價大漲至43.8元，漲幅達7.22%
盤中速報 - 盟立(2464)股價大漲至40.95元，漲幅達7.06%
盤中速報 - 盟立(2464)急拉2.33%報39.65元，成交3,041張
盤中速報 - 盟立(2464)股價大漲至38.9元，漲幅達7.02%
盤中速報 - 盟立(2464)急拉2.17%報37.65元，成交603張
更多鉅亨報導"
《其他電》盟立認購鏵友益科技私募普通股80萬股,時報資訊,2023-08-08T09:30:00.000Z,【時報-台北電】盟立(2464)為擴大並強化公司於自動化系統整合領域之整廠解決方案，進行策略性投資，故參與認購鏵友益科技股份有限公司私募普通股80萬股，每股34.8元，交易總金額2784萬元。(編輯：廖小蕎)
《業績-其他電》盟立7月營收為7.75億元，年減18.50%,時報資訊,2023-08-10T08:42:47.000Z,"【時報-快訊】盟立(2464)7月營收(單位:千元)
項目 7月營收 1- 7月營收
112年度 775,165 5,119,384
111年同期 951,112 6,181,682
增減金額 -175,947 -1,062,298
增減(％) -18.50 -17.18"
"盤中速報 - 盟立(2464)急跌-3.08%報38.0元，成交1,183張",鉅亨網新聞中心,2023-08-24T01:43:24.000Z,"盟立(2464-TW)近5分K跌速3.08%，24日09:43報38.0元，成交1,183張。（註：漲跌速為5分K的漲跌幅）
盟立(2464-TW)近5日股價上漲2.02%，所屬產業為其他電子業，相關其他電子類指數上漲1.05%。台灣加權指數上漲0.79%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-279 張
外資買賣超：-264 張
投信買賣超：0 張
自營商買賣超：-15 張
融資增減：+132 張
融券增減：+1 張
最新相關新聞
【量大強漲股整理】中國碧桂園事件影響台股回檔，有機會在半年現止穩?錯殺股可留意誰?
盤中速報 - 盟立(2464)急拉2.57%報41.95元，成交4,043張
盤中速報 - 盟立(2464)股價大漲至43.8元，漲幅達7.22%
盤中速報 - 盟立(2464)股價大漲至40.95元，漲幅達7.06%
盤中速報 - 盟立(2464)急拉2.33%報39.65元，成交3,041張
更多鉅亨報導"
盟立Q4拚回溫 明年重返成長,張瑞益／台北報導,2023-08-30T20:10:00.000Z,"自動化設備廠盟立（2464）今年來營運受到景氣影響，不過，該公司指出，近幾年在半導體及科技廠的接單逐步展現成果，預期第三季營運大致持平第二季，第四季可望小幅回溫，但目前正在接洽中的科技廠大單若能順利拿下，明年營運可望重回成長軌道。
過去幾年全球半導體產業快速成長，再加上AI、物聯網和區塊鏈等新技術也持續推動各領域生產廠進行數位化轉型，因此智能工廠成為產業重要的調整方向，不僅新建廠房以智能工廠為主，不少較舊型的廠房近幾年也積極進行數位化轉型，包括更高度自動化生產、機器人遠端相互協作等，也為盟立帶來更多商機。
隨著半導體產業蓬勃發展，盟立近年布局半導體及智能工廠，獲得不錯的成績，今年上半年半導體相關貢獻業績占比衝上45％，已超過占3成的新物流解方案，以及約占2成的光電產業，成為盟立目前營運重心。
該公司表示，今年以來營運仍受到產業降溫影響，不過，目前看來，第三季整體營運約和第二季持平，但第四季可望優於第三季表現。
此外，該公司也指出，目前正積極接洽科技大廠訂單，現階段已進入尾聲，若能順利拿下此訂單，將有利公司明年營運，預期可望推升明年營運重回成長軌道。
更多工商時報報導太陽光電、離岸風電 雙延宕 連2年未達標 明年挑戰更大大成大手筆 大陸蚌埠建新廠惠譽看人民幣 明年貶至6.7元"
【公告】盟立處分子公司達喪失控制力之相關事宜,中央社,2023-10-11T09:38:15.000Z,"日 期：2023年10月11日
公司名稱：盟立 (2464)
主 旨：盟立處分子公司達喪失控制力之相關事宜
發言人：林芳毅
說 明：
1.重要子公司、第七條第三項視同上市公司之子公司或擬於海外證券市場申請掛牌之子
公司名稱:盟立自動化(昆山)有限公司 (子公司)
2.發生緣由(降低持股(或出資額)比例或喪失控制力):喪失控制力。
3.降低持股(或出資額)比例之方式(請分別列示各次發生日期、發生原因、方式、降低持
股比例、交易數量、每單位價格及交易總金額):
(1)擬由孫公司「盟立控股有限公司(Mirle Holding Co., Ltd)出售所持有之「盟立
自動化（昆山）有限公司」100%股權。
(2)以現金為對價，交易總金額人民幣180,000仟元。
4.喪失控制力之方式(請列示發生日期、發生原因及方式):
就大陸市場發展情況，結合適當之合作對象，擬定交易條件後，於112年10月11日
提請審計委員會審議並提報董事會討論通過，待股份交割後即對其喪失控制力。
5.股權(或出資額)受讓對象或所洽特定對象(請分別列示各次交易對象):
江蘇海昆盟智能科技有限公司，受讓盟立自動化（昆山）有限公司100%股權。
6.與交易對象之關係(請分別列示各次交易對象與公司之關係):
係本公司間接持股40%之轉投資公司。
7.處分利益(或損失)(請分別列示各次處分損益)(若無處分損益請填寫不適用):
預估處分利益為新台幣324,904仟元(未稅)，實際金額仍需視交割日確定之交易總金額
、匯率影響、完稅及會計師查核後認定。
8.迄目前為止(含本次交易)，對重要子公司、第七條第三項視同上市公司之子公司或擬
於海外證券市場申請掛牌之子公司累積降低持股比例:0%
(本次交易為降低子公司持股比例，對重要子公司持股比例無影響)
9.迄目前為止(含本次交易)，對重要子公司、第七條第三項視同上市公司之子公司或擬
於海外證券市場申請掛牌之子公司持股比例:100%
(本次交易為降低子公司持股比例，對重要子公司持股比例無影響)
10.獨立專家姓名及其就歷次價格合理性之意見:朱建成會計師，交易價格應屬合理。
11.獨立專家姓名及其就降低持股或喪失控制力對上市公司股東權益影響之意見:非重要
子公司，不適用。
12.是否影響母公司繼續上市:否
13.審計委員會決議日期:112/10/11
14.審計委員會決議內容:經主席徵詢全體出席獨立董事鼓掌同意通過。
15.董事會決議日期:112/10/11
16.董事會決議內容:經主席徵詢全體出席董事鼓掌同意通過。
17.其他應敘明事項:無。"
