headline,author,time,content
《塑膠股》不妙 台塑上季恐吃「虧」,時報資訊,2023-01-06T03:42:07.000Z,"【時報記者王逸芯台北報導】台塑四寶預計下周於1月10日年報、季報以及單月營收，但已經有法人提前示警，受到上季EVA、PVC利差季減，加上轉投資美國OL-1持續閒置下，台塑(1301)單季恐由盈轉虧。
台塑去年第四季受到貨櫃海運塞港緩解，推動美國PE、PVC出口季增，加上大陸清零政策延長，拖累聚合物需求，EVA、PVC利差季減，預估台塑上季PE、PP、AA-NBA、AN-MMA工廠稼動率延續60%~80%低水準，EVA、PVC工廠降載下，台塑上季單季營業利益恐由盈轉虧；另外，轉投資台塑美國OL-1持續閒置，也拖累台塑美國及台塑烯烴美國轉投資收益季減，整體來說，法人保守預估，台塑在EVA、PVC利差下跌拖累下，去年單季獲利恐由盈轉虧。
展望本季，由於適逢農曆春節，故工作天數明顯減少，台塑營運恐依舊在谷底徘徊，但因大陸消費刺激政策下，內需回溫；EDC-VCM-PVC庫存去化完成，價格及利差重啟季增趨勢；以及天然氣成本下跌，支撐台塑美國轉投資收益季增，因此，本季台塑營業利益由虧轉盈。"
【公告】台塑2022年度自結合併損益,中央社,2023-01-10T05:43:54.000Z,"日 期：2023年01月10日
公司名稱：台塑 (1301)
主 旨：台塑2022年度自結合併損益
發言人：林勝冠
說 明：
1.事實發生日:112/01/10
2.公司名稱:台灣塑膠工業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:公告本公司2022年度自結合併損益
6.因應措施:無
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時
符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):
一、2022年第4季自結合併損益與2022年第3季比較：
(一)2022年第4季合併營業額510億元，比第3季減少45億元，衰退8.2％，說明如下：
1.銷售價差減少58.9億元：
歐美加速升息對抗高通膨，影響消費者購買力，民生終端需求不振，加上美國及中國大
陸新增產能陸續投產，拖累石化產品行情，因此，本公司2022年第4季各產品平均價格比
第3季下跌，幅度介於2~22％。
2.銷售量差增加13.1億元：
本公司2022年第3季4個PVC廠均安排歲修，產銷量減少，第4季恢復正常生產，加上印度
雨季結束，PVC建材需求回溫，且因價格跌幅已深，客戶逢低回補庫存，因此，2022年第
4季PVC銷售量比第3季增加3.3萬噸。
(二)2022年第4季本業虧損23億元，比上季減少27億元，衰退581％；合併稅前虧損73億
元，比上季減少134億元，衰退220％，每股稅前盈餘為-1.15元；合併稅後虧損73億元，
比上季減少131億元，衰退228％，歸屬母公司每股稅後盈餘為-1.15元，原因說明如下：
1.歐美加速升息，需求急凍，石化產品供過於求，行情持續低迷，部分產品跌破成本，
致本業產生虧損。
2.認列權益法投資損失45.6億元，比上季投資損失17億元，利益減少28.6億元，其中：
A.台塑石化公司：認列-28億元，比上季-16.9億元，利益減少11.1億元。
B.台塑美國公司：認列-6.9億元，比上季減少9.6億元，主要係市場需求減少，產品售價
下跌，利差縮小所致。
C.福欣特殊鋼公司：認列-6.6億元，比上季-3.8億元，利益減少2.8億元。
D.台塑烯烴美國公司(OL-3)：認列-4.2億元，比上季-2.5億元，利益減少1.7億元，主要
係乙烯產品價格下跌所致。
3.第3季有現金股利收入62.4億元。
4.第4季兌換損失3.3億元，比第3季兌換利益10.1億元，利益減少13.4億元。
二、2022年自結合併損益與2021年比較：
(一)2022年合併營業額2,516億元，創歷史次高，比2021年減少219億元，衰退8％，說明
如下：
1.銷售量差方面，減少255.3億元：
2022年歐美啟動升息循環抑制高通膨，房地產、汽車及家電等產業景氣下滑，民生用終
端需求低迷，影響石化產品需求，因此，本公司2022年各產品銷售量合計比2021年減少
57.1萬噸。
2.銷售價差方面，增加35.8億元：
2022年初爆發俄烏戰爭，歐洲天然氣價格飆升，當地鹼氯廠因成本偏高減產甚至停產，
加上亞洲煤炭價格大漲，液鹼用電成本增加，推升市場行情，因此，本公司2022年液鹼
產品價格比2021年上漲82.8％。
(二)2022年合併營業利益268億元，比2021年減少333億元，衰退55.5％；合併稅前利益
438億元，比2021年減少421億元，衰退49％，每股稅前盈餘為6.89元；合併稅後利益
361億元比2021年減少351億元，衰退49.3％，歸屬母公司每股稅後盈餘為5.69元，說明
如下：
1.俄烏戰爭推升全球能源價格，多數央行採取貨幣緊縮政策對抗通膨，消費者購買力大
幅降低，終端需求減少，石化產品利差縮小，因此，2022年合併營業利益比2021年衰退
。
2.認列權益法投資收益58億元，比2021年減少176.5億元，其中：
A.台塑石化公司：認列42.2億元，比2021年減少97.6億元，主要係烯烴產品價差縮小所
致。
B.台塑美國公司：認列40.3億元，比2021年減少20.3億元，主要係石化產品售價下跌所
致。
C.台塑烯烴美國公司(OL-3)：認列-5.6億元，比2021年減少30.7億元，主要係原料乙烷
成本增加，但產品乙烯價格下跌所致。
D.麥寮汽電公司：認列-11.2億元，比2021年減少12億元。
E.福欣特殊鋼公司：認列-14.8億元，比2021年-1.6億元，利益減少13.2億元。
3.現金股利收入84.4億元，比2021年增加54.4億元。
4.兌換利益24.3億元，比2021年兌換損失4.6億元，利益增加28.9億元。"
《塑膠股》台塑去年Q4每股稅前虧損1.15元 全年EPS5.69元,時報資訊,2023-01-10T07:39:30.000Z,"【時報-台北電】台塑（1301）受制本業及轉投資同陷虧損陰霾，去（2022）年第四季營收510億元，季減8.2％，本業虧損23億元，季衰退581％，稅後虧損73億元，季衰退228％，每股稅前虧損1.15元；全年營業利益268億元，年減55.5％，稅後利益361億元，年減49.3％，EPS5.69元，名列台塑四寶獲利冠軍。
台塑表示，歐美加速升息對抗高通膨，影響消費者購買力，民生終端需求不振，加上美國及中國大陸新增產能陸續投產，拖累石化產品行情，去年第四季各產品平均價格季跌2～22％，部分產品更跌破成本，導致去年第四季本業產生虧損。
另，台塑去年第四季權益法投資也認列損失45.6億元，包括台塑化認列虧損28億元、 台塑美國公司認列虧損6.9億元、福欣特殊鋼公司認列虧損6.6億元，以及台塑烯烴美國公司（OL-3）認列4.2億元虧損。（新聞來源：工商即時 彭暄貽）"
《熱門族群》罕見！台塑四寶上季全吃「虧」,時報資訊,2023-01-10T07:13:28.000Z,"【時報記者王逸芯台北報導】台塑四寶公布去年第四季財報，不敵歐美加速升息，加上大陸先前重手封控，導致終端需求急凍，四寶去年第四季全數虧損，合計台塑四寶去年第四季大虧253億元，也衝擊侵蝕到四寶去年全年獲利、僅剩下900.39億元。
台塑(1301)去年第4季合併營業額510億元、季減少8.2%；合併稅後虧損73億元，季衰退228%；每股稅後虧損.15元。台塑表示，歐美加速升息，需求急凍，石化產品供過於求，行情持續低迷，部分產品跌破成本，致本業產生虧損。
南亞(1303)去年第4季合併營業額757.8億元、季減少8.3%；單季歸屬母公司稅後虧損6.6億元，每股稅後虧損0.08元。南亞表示，雖因原物料價格普遍下跌而使產品售價調降，但營運成本也因而降低，在電路板需求穩定、大陸電子材料訂單回溫、塑膠產品內銷成果良好之下，整體合併營業利益達55.1億元，比去年第3季成長73.2%；然而，因認列台塑石化等投資損失、股利收入減少、外幣兌損等不利因素，導致單季虧損。
台化(1326)去年第4季合併營業額859.3億元、季減少5.3%；單季歸屬母公司稅後損失為74.55億元，每股稅後損失1.27元；台化表示，受俄烏衝突及通膨影響，各國升息縮緊貨幣，市場消費需求萎縮，加上新產能投放，供需寬鬆行情走跌，產品利差不足，所幸有下游客戶剛需採購，營業積極拓銷隨行就市，使得去年第4季營業虧損較去年第3季略減。
台塑化(6505)去年第4季合併營業額1941.46億元，季減少15.2%；單季歸屬母公司的稅後虧損98.85億元，每股稅後虧損1.04元。台塑化煉油廠2022年第4季原油平均煉製量38.78萬桶/日，季減少10.22萬桶/日；產品銷售量4154.2萬桶，季減少928.6萬桶：2022年第4季產品平均售價100.1美元/桶，季減少11.9美元/桶，主要是因杜拜原油價格季下跌12.0美元/桶所致。烯烴廠2022年第4季平均產能利用率60.9%、季增加4.1%，產品銷售量128.5萬噸、季增加9.9萬噸。"
台塑四寶去年賺901億年減逾6成 估上半年油價偏弱,中央社,2023-01-10T14:22:26.000Z,"（中央社記者賴言曦台北2023年1月10日電）台塑四大公司2022年全年歸屬母公司稅後淨利共新台幣901億元、年減62.5%。展望2023年，台塑 (1301) 、南亞 (1303) 、台化 (1326) 對第1季市況維持保守看法，台塑化 (6505) 則預期上半年油價偏弱。
展望2023年，台塑表示，雖然PVC（聚氯乙烯）及EVA（乙烯醋酸乙烯酯共聚物）產品行情已明顯反彈，但第1季逢農曆春節，出貨天數減少，且1月下旬配合中油天然氣管線檢修，仁武及林園PVC、VCM（氯乙烯）、(石咸)廠安排停車，產銷量減少。
另外，歐美加工外銷訂單尚未明顯復甦，中國疫情難以預料，預期今年第1季營業額與去年第4季持平或微幅衰退。春節後將步入季節性塑料需求旺季，且零售商庫存從去年第2季開始調整，目前已近尾聲，預期市場氣氛轉趨樂觀，買氣增溫，石化景氣可望自谷底反彈。
南亞表示，因應農曆春節假期，及全球消費性電子需求不振，電子材料今年1月及首季營收預料將減少；至於可塑劑、丙二酚、乙二醇等化工產品受到工作天數少、市場供給寬鬆、需求不振等影響，預料今年1月及首季營收也將減少。
聚酯產品部分，雖然美國廠下游客戶有開工補庫存需求，但今年首季全球景氣趨緩，終端消費仍疲弱，下游工廠採購維持保守，預計今年1月營收持平、首季營收減少。塑膠加工產品則因農曆春節影響工作天數，預估今年1月及首季整體營收略減。
台化認為，2023年依然是保守看待的一年，市場多數認為今年下半年營運有望回升，主要是累積的庫存都會在上半年消化，新訂單從第2季開始釋出，台化認同相關看法，甚至「看得樂觀一點」。
台化指出，支持樂觀的因素包含原油價格將維持在每桶80美元附近，塑膠價格已跌無可跌，有利改善利潤；中國解封後社會恢復流動，有利經濟發展，預估中國官方將在今年3月的「兩會」後提出對策，支撐去年12月的中央經濟會議；歐洲能源不再急漲，可望減少對其他能源供應的衝擊，使能源價格逐步平穩。
台塑化表示，市場預期美國聯邦準備理事會（Fed）將在今年上半年繼續升息至利率5%以上，加上華爾街投資銀行認為今年美國經濟恐衰退0.5%，預估上半年油品需求難以成長，但市場認為中國將在今年首季達確診高峰後，逐步恢復正常生活，經濟有望逐步好轉，預期將帶動下半年油價回升。"
《產業》台塑四寶年終開獎 員工抱回4.06個月,時報資訊,2023-01-10T08:31:33.000Z,"【時報記者王逸芯台北報導】台塑(1301)四寶合計2022年共賺901億元，儘管相較2021年衰退逾6成，但以台塑企業年終獎金計算，各個員工仍可領回4.06個月的年終獎金，依舊是羨煞不少上班族。
按照獎金計算原則，2022年台塑企業四大公司平均每股稅前盈餘(EPS)為3.37元，核發年終獎金月數是4.06個月本薪。
根據台塑企業年終獎金計算原則，是以四大公司平均稅前每股盈餘4.1元核發4.5個月本薪為基準，每增(減)1元加(減)發0.6個月本薪，上限7個月，下限3個月。
台塑四寶2022年受到通膨、大陸封控以及終端需求大幅減緩下，累計四寶共賺進901億元，相較2021年衰退高達62.5%。"
台塑四寶去年第4季全虧損 全年營收年增9.8%,中央社,2023-01-10T12:25:33.000Z,"（中央社記者賴言曦台北2023年1月10日電）台塑集團4大公司去年12月營收新台幣1316.8億元、年減13.3%，但受到終端需求不振影響，台塑四寶第4季全面虧損；2022年全年營業額則來到1.83兆元、年增9.8%。
台塑公司 (1301) 去年第4季合併營業額510億元、季減8.2%；稅後歸屬母公司虧損73.4億元、季減227.5%；全年營業額2516億元、年減8%，歸屬母公司每股稅後盈餘5.69元、年減49.3%。
台塑說明，2022年初爆發俄烏戰爭，推升全球能源價格，各國央行紛紛採貨幣緊縮政策對抗通膨，消費者購買力大幅降低，終端需求減少，導致石化產品利差縮小。
南亞塑膠公司 (1303) 去年第4季合併營業額757.8億元、季減8.3%；單季歸屬母公司稅後虧損6.6億元，每股稅後虧損0.08元；全年合併營收3551.8億元、年減13.7%，歸屬母公司每股稅後盈餘4.05元，年減60.5%。
南亞表示，去年通膨、烏俄戰爭及疫情等因素衝擊全球經濟，但南亞因電路板需求擴張、獲利大增，銅箔基板等電子材料產品在兩岸布局完整，加上聚酯產品在美競爭力佳、硬管等塑膠加工產品在台銷售成果良好，因此表現仍是採IFRSs合併財報以來的歷年次高。
台化公司 (1326) 去年第4季合併營業額859.6億元、季減5.3%，單季歸屬母公司稅後虧損74.55億元，每股稅後損失1.27元；全年營收3798.9億元、年增3.9%，歸屬母公司每股稅後盈餘1.27元、年減80.6%。
台化表示，2022年油價及原料價格下半年震盪走跌仍高於2021年同期，其他業者新產能投放，市場供給增加壓抑行情，俄烏戰事加劇通膨壓力，各國升息收緊貨幣以抑制物價，市場消費力道迅速萎縮，加上中國清零封控影響下游開動，為去化庫存，客戶保守採購、同業削價搶客，影響營業利益減少。
台塑石化公司 (6505) 去年第4季合併營收1941.4億元、季減15.2%，單季歸屬母公司稅後虧損98.85億元，每股稅後虧損1.04元；全年合併營業額為8480.4億元、年增36.8%，歸屬母公司每股稅後盈餘1.51元、年減70.8%。
台塑化說明，煉油事業2022年營利比2021年增加，主要是2022年受俄烏戰爭影響，導致主要產品的原料價差大幅增加；不過烯烴受中國清零封控影響，下游需求疲弱，購料與存貨成本影響2022年輕油表現；另2022年因燃料成本較2021年增加128.5%，導致發電不敷成本，影響2022年公用事業營利比2021年少。"
台塑 PVC外銷報價連二漲,彭暄貽／台北報導,2023-01-11T20:10:00.000Z,"印度PVC進入需求旺季，加上大陸放寬「清零政策」、需求看增，烘托亞洲PVC外銷能量，日本1月PVC出口價出現近九個月來首度揚升，銷往印度、大陸價格分別上漲15％、12％，台塑（1301）也在1月調高PVC外銷報價每噸80～90美元後，2月續漲70～80美元，有助台塑、華夏（1305）、聯成（1313）等PVC生產廠的利差收益推進。
台塑除台灣PVC廠投資2.6億元進行去瓶頸工程，年產能可增加10萬噸，預計2023年12月完工。大陸寧波廠區也正評估包括投資人民幣37億元進行年產60萬噸VCM廠新建工程，及投資人民幣3.3億元進行PVC廠去瓶頸工程，完工後PVC年產能可增加15萬噸。
作為日廠PVC出口價格參考依據的台塑，1月銷往印度PVC價格為每噸840美元，銷往大陸為815美元，分別月增90、80美元。2月外銷報價每噸續漲70～80美元，推升PVC報價達885美元。
台塑認為，近期大陸染疫工人增加，且來自歐美的加工外銷訂單尚未明顯復甦，部分工廠配合春運提早停工，影響石化產品需求。不過，第一季亞洲有14家輕裂廠安排歲修，合計年產1,064萬噸，影響乙烯供應減少125萬噸，下游衍生物配合停車或降產，有利支撐石化產品行情。
其中，PVC因印度市場需求強勁，且2022年12月下旬美國德州冬季風暴極端氣候，多家石化同業預防性停工約一周，受影響乙烯產能約246萬噸及下游石化廠，台塑1～2月PVC亞洲報價合計每噸已上漲150～180美元，搭配EVA行情持穩走堅，台塑收益動能蓄勢升溫。
更多工商時報報導看好經濟復甦不受疫情影響 澳洲央行最快明年2月 QE退場台股基金夯 19檔淨值破百元英業達 攻5G專網智慧工廠"
庫存去化＋中國解封，台塑、台化預期景氣Q1觸底回溫,財訊快報,2023-01-13T08:49:27.000Z,"【財訊快報／記者巫彩蓮報導】中國大陸急速鬆綁疫情管制，以及終端市場自去年第二季起持續地去化庫存，經過三個季度調整，台塑(1301)、台化(1326)預期，庫存調整接近尾聲，農曆新年後，石化業景氣逐漸好轉，惟仍有新增產干擾因素，復甦腳步較為緩慢，今年亞洲輕裂廠定檢計畫比去年多，待中國經濟活動好轉，亞洲進入集中定檢期，台塑化(6505)今年整體輕油裂解廠毛利將較去年改善。 中國大陸為全球石化原料最大市場，經濟表現牽動亞洲石化行情波動敏感的神經，先前清零防疫政策衝擊加工需求，大宗石化產品報價跟著走跌，去年12月防疫政策大鬆綁，近期PVC、EVA價格出現觸底上漲的格局，而美國德州冬季風暴極端氣候，石化業預防性停工約1週，影響到乙烯及下游衍生物產能，台塑1-2月PVC亞洲每噸合約上漲150-180美元。 此外，發泡級EVA需求也有轉強趨勢，太陽矽料價格大跌超過3成，刺激EVA下游加工廠開工率回升，EVA價格每噸上漲200美元，由於今年第一季有14家輕裂廠安排歲修合計年產能1,064萬噸，影響乙烯供應減少125萬噸，下游衍生物配合停車或降產，農曆春節後，步入石化業季節性旺季，配合庫存去化，中國大陸市場買氣將逐步增溫，有利支撐石化產品行情。 台化則認為，累積的庫存將在上半年消化告一段落，新訂單從第二季開始釋出，速度快的話，農曆新年後會逐漸好轉，原油價格將穩定在每桶80美元附近，輕油會回到650美元水準，石化中間製品例如：乙烯、丙烯、苯、PX、SM、PTA、EG、丙二酚等價格進入跌無可跌底部區。 儘管石化產業庫存去化將告一段落，2021至2023年仍為中國大陸新產能投放的高峰期，去年因市況不好投產有些延遲，最終還是會投產，這對市場市場供需、價格仍是一大干擾因素。 中國政府防疫規定鬆綁，市場評估在今年第一季確診高峰後，逐漸恢復正常生活，經濟活動亦可緩步好轉，國際能源署(IEA)預期，今年下半年每日中國原油需求可望成長120萬桶，上半年每天全球供給過剩30萬桶，到了下半年獲得改善，油價將逐步回升。"
《塑膠股》陸內需回溫 台塑本季拚轉盈,時報資訊,2023-01-16T03:13:51.000Z,"【時報記者王逸芯台北報導】台塑(1301)去年第四季虧損幅度比預期大，本季因為農曆年工作天數減少，台塑估計單季營收相較年第四季持平或微幅衰退，法人則預估，因大陸消費刺激政策下，內需回溫，台塑單季獲利將由虧轉盈。
台塑去年第四季每股虧損1.15元，整體虧損幅度比預期還大，主要原因包括下述幾樣，首先，營業利益由盈轉虧，水準符合預期，主要係反映大陸清零政策延長，拖累聚合物需求，EVA、PVC利差季減，台塑PE、PP、AA-NBA、AN-MMA工廠稼動率延續60~80%低水準；再者，原油價格下跌下，台塑承受庫存損失，轉投資虧損幅度大於預期；還有就是北美乙烷-PE一貫化利差季減，加上台塑美國OL-1持續閒置，拖累台塑美國及台塑烯烴美國轉投資收益季減至虧損水準，劣於預期；最後就是去年第三季有股利收入，而去年第四季無股利收入。
展望第一季，台塑認為，雖然PVC及EVA產品行情已明顯反彈，但第一季適逢農曆春節假期，出貨天數減少，且1月下旬配合中油天然氣管線檢修，仁武及林園PVC/VCM/(鹵咸)廠安排停車，產銷量減少，加上歐美加工外銷訂單尚未明顯復甦，及大陸疫情高峰持續期間難以預料，因此，預期第一季營業額與去年第四季持平或微幅衰退，不過，春節後將步入季節性塑料需求旺季，且零售商庫存自去年第二季起，經過三個季度的調整，目前已近尾聲，預期市場氣氛轉趨樂觀，買氣增溫，石化景氣可望自谷底反彈。
法人預估，台塑第一季單季將由虧轉盈、年減，主要是考量大陸消費刺激政策下，內需回溫，加上EDC-VCM-PVC庫存去化完成，價格及利差重啟季增趨勢，加上天然氣成本下跌，支撐台塑美國轉投資收益季增，以及庫存損失收斂下，台塑化轉投資收益由虧轉盈。"
