headline,author,time,content
雙鴻1月營收降至9.24億元 全年維持成長,鉅亨網記者沈筱禎 台北,2023-02-07T09:59:58.000Z,"散熱大廠雙鴻 (3324-TW) 公告 1 月營收 9.24 億元，探近一年低點，月減 19.28%、年減 37.79%，不過今年有望在伺服器需求成長下，全年營收維持優於去年。
雙鴻今年將受惠伺服器出貨動能延續、VGA 顯卡新品上市，整體散熱產品量價齊揚，營收、毛利率都將比去年成長，法人估，全年營收有望年增 15%。
其中伺服器方面，雙鴻預期英特爾 (INTC-US)、超微 (AMD-US) 推出新平台後，有機會開始出現換機潮，估全年業績成長 30-40%。VGA 則受惠 RTX 4090、RTX 4080 顯卡上市後供不應求，今年業績最高成長 10%。
雙鴻預估，今年主要成長動能來自伺服器，營收占比將提升至 30%；NB/DT 則會降至 38%、VGA/Gaming 占 26%、智慧型手機占 3%；今年全年營收年增雙位數、毛利率將優於今年。
更多鉅亨報導•〈觀察〉歐洲能源危機曝一關鍵 液冷散熱將成新商機•液冷散熱明年迎元年 拚拿4成市占"
《電子零件》雙鴻營運逐季增 股價齊high,時報資訊,2023-02-14T02:44:00.000Z,"【時報記者張漢綺台北報導】儘管受到1月工作天數較少及淡季影響，雙鴻(3324)1月合併營收為9.23億元，月減19.29%，但因VGA需求穩定，雙鴻第1季營運可望維持水準，加上伺服器/資料中心液冷散熱趨勢逐漸成型，雙鴻預估，今年營運有望逐季成長，在買盤力挺下，雙鴻今天盤中股價強勢大漲，創下2022年8月1日以來新高。
PC/NB市況依舊不佳，且伺服器亦處於庫存調整需求趨緩，但VGA需求穩定，雙鴻1月合併營收9.23億元，月減19.29%，由於工作天數較去年少很多，年減37.79%；不過雙鴻預估，第1季營運可望維持水準。
不過，雖然電子產業狀況仍是不佳，隨著兩大新平台滲透率提升，高速運算需求讓伺服器/資料中心液冷散熱趨勢逐漸成型，雙鴻因佈局已久，市場看好雙鴻可望是伺服器/資料中心液冷散熱趨勢下受益者，雙鴻也預估，今年營運可望逐季成長，今天獲得買盤力挺，盤中股價創下逾6個月來新高價。"
《其他電子》雙鴻今年營收 拚雙位數成長,時報資訊,2023-02-15T00:16:15.000Z,"【時報-台北電】工作天數減少，雙鴻（3324）元月營收月減近二成，隨著工作天數加長，營運將回歸常軌，法人估，元月應為雙鴻全年營運低點，雙鴻表示，全年營運拚逐季成長、營收朝雙位數年增努力的目標不變。
受元月工作天數減少加上淡季影響，雙鴻元月營收走弱，單月營收僅9.24億元，月減及年減幅度分別達到19.28％、37.79％。
雖然元月營收開出低盤，但是雙鴻對全年展望仍屬樂觀，事實上，雙鴻董事長林育申早在去年底舉行的法說會中，就特別將2023年定義為「液冷元年」。雙鴻布局液冷市場已久，在鴨子划水多年後，終於等到市場成熟的到來，為搶得最多的市占，雙鴻表示，幾乎每家伺服器／資料庫中心的液冷散熱，雙鴻都有送樣，也期待在綿密的佈局下，可以搶下資料中心液冷散熱3至4成的市占。
除液冷的新市場布局持續在開展中，雙鴻去年出貨年增近四成的伺服器，今年營運也持續看好，預期在Intel及AMD等新平台挹注下，年增率仍可望達到3成，連帶營收占比也可望同步推升至3成。
雙鴻指出，自去年下半年起，伺服器產品的出貨就在持續發威中，初估去年前10月伺服器的營收占比已來到22％，其中第三季占比更一度衝上25％，隨著市場持續升溫，今年占比上看三成，應可期。
除了伺服器是雙鴻今年的大王牌外，之前處於谷底的VGA今年市況也出現回春的跡象，且由於去年基期較低，今年年增率應有機會放大至15％。
另市場疑慮較深的PC/NB市場，雖然市況依舊不佳，不過在商業機種已率先回暖下，預期最壞的狀況應已過去，法人也樂觀預期雙鴻PC/NB散熱產品今年仍有一成的成長空間。
在各品項都有逾一成的年增表現，雙鴻據以推估，今年營收順利攀頂的可能性極高，且年增率應有機會達到二位數，且隨著旺季到來，業績逐季成長的態勢也會愈來愈明顯。(工商時報一鄭淑芳／台北報導)"
鉅亨速報 - Factset 最新調查：雙鴻(3324-TW)EPS預估下修至14.67元，預估目標價為175.5元,鉅亨網新聞中心,2023-02-19T09:12:39.000Z,"根據FactSet最新調查，共8位分析師，對雙鴻(3324-TW)做出2023年EPS預估：中位數由14.81元下修至14.67元，其中最高估值16.15元，最低估值13元，預估目標價為175.5元。
市場預估EPS
預估值
2023年
2024年
最高值
16.15
14.7
最低值
13
14.65
平均值
14.67
14.68
中位數
14.67
14.68
市場預估營收
預估值(單位：新台幣千元)
2023年
2024年
最高值
15,490,000
16,589,000
最低值
14,292,455.42
15,013,639.8
平均值
14,971,493.63
15,801,319.9
中位數
15,190,000
15,801,319.9
歷史獲利表現
項目
2021年
2020年
2019年
2018年
EPS
13.12
12.88
11.71
2.9
營業收入(單位：新台幣千元)
14,257,907
12,214,199
10,247,561
7,654,265
詳細資訊請看台股內頁：https://invest.cnyes.com/twstock/TWS/3324/financials/ratios
最新相關新聞
鉅亨速報 - Factset 最新調查：雙鴻(3324-TW)EPS預估下修至14.67元，預估目標價為175.5元
【新台股龍捲風】量縮等CPI，觀光餐飲+車用+長江存儲概念股衝出
【量大強漲股整理】~看透13F報告持股明細!教你如何看穿股神巴菲特的想法!台積電後市如何解讀?
盤中速報 - 雙鴻(3324)股價大漲至169.5元，漲幅達7.28%
雙鴻1月營收降至9.24億元 全年維持成長
資料來源：Factset，數據僅供參考，不作為投資建議。
更多鉅亨報導"
潛力股：雙鴻,財訊快報,2023-03-07T05:31:43.000Z,【財訊快報／記者王宜弘報導】散熱模組大廠雙鴻(3324)儘管受PC市況仍處低迷影響業績表現，但因顯卡市況回溫，伺服器應用擴大，使該公司看好今年營運可望倒吃甘蔗，預估全年仍有兩位數成長，法人評估，雙鴻去年EPS可望上探15元，今年力拼持穩。 雙鴻是國內主要的散熱模組大廠，去年PC(含桌機與筆電)業務佔比約40-45%，顯卡25-30%，伺服器則為20-25%，智慧型手機與尚在發展的車用業務，佔比均為低個位數。 受到去年以來，PC與顯卡市場不景氣，品牌商陷入清庫存的窘境，僅伺服器業務稍具支撐，全年營收138.5億元，較前一年衰退2.78%，表現低於預期。不過，由於台幣貶值效應，下半年匯兌收益大增，帶動前三季EPS達12.31元，年增逾40%創高，第四季雖PC市況旺季不旺，但顯卡市況則在新品效應下回春，使單季營收逾34億元優於第三季，惟台幣走升不利業外匯兌收益貢獻，法人預估第四季獲利收斂，年度EPS上探15元。 惟今年雙鴻業績有機會否極泰來，主要來自於伺服器市場受惠資料中心需求旺盛而相對樂觀的預期，且雙鴻長期佈局的液冷解決方案可望展開貢獻，推升伺服器散熱的長期動能；而顯卡散熱方面，隨著RTX 40系列從4090/4080高階機種持續向下延伸到主流規格4070/4060，加上產業庫存轉趨健康，需求面升溫將帶動雙鴻相關業務的回升。 而壞到谷底的PC市場，一般認為在年中就可望落底，下半年旺季效應可期。因此，該公司內部看好今年營收逐季走高的趨勢，其中，伺服器業務年增率上探3成，成為最強產品線。法人預估，該公司全年合併營收可望年增兩位數，突破150億元大關，毛利率站上20%，儘管新台幣貶值紅利可能不再，獲利仍有機會維持去年水準，長線看好。
VGA、NB需求回溫 雙鴻Q2營收有望再走揚,鉅亨網記者沈筱禎 台北,2023-03-08T03:35:51.000Z,"散熱大廠雙鴻 (3324-TW) 表示，電競 VGA 的 NVIDIA GeForce RTX 4070 開始陸續出貨，加上筆電拉貨動能恢復，3 月營收有望再走揚，下半年在伺服器放量出貨下，全年維持逐季成長態勢。
雙鴻受惠 VGA、NB 需求回溫，2 月營收 9.89 億元，登同期新高，月增 7.1%、年增 2.42%；前 2 月營收 19.13 億元，年減 21.94%，公司預期，VGA、NB 動能有望延續，3 月營收將再成長。
另外，雙鴻對伺服器市場不悲觀，除了 2 月業績顯著增加外，預期 Intel Eagle stream 新平台推出後，有機會開始出現換機潮，並將是下半年營運主要成長動能，估全年業績成長 30% 以上。
雙鴻今年將受惠伺服器出貨動能延續、VGA 顯卡新品上市，整體散熱產品量價齊揚，營收、毛利率都將比去年成長，法人估，全年營收有望年增 15%。
各產品表現方面，雙鴻今年主要成長動能來自伺服器，營收占比將提升至 30%；NB/DT 則會降至 38%、VGA/Gaming 占 26%、智慧型手機占 3%。
更多鉅亨報導•散熱廠Q3獲利創高 健策EPS 6.03元 雙鴻4.74元•伺服器、VGA顯卡助攻 明年營收年增15%"
《其他電子》雙鴻營運拚季季高 目標年成長雙位數,時報資訊,2023-03-09T02:40:19.000Z,"【時報記者張漢綺台北報導】液冷伺服器散熱可望於下半年開始正式出貨，為散熱廠雙鴻(3324)啟動新一波營運成長動能，雙鴻董事長林育申表示，今年營運可望逐季成長，年成長兩位數目標不變，由於高毛利產品比重增加，今年本業獲利可望有不錯表現。
Chat GPT等AI科技浪潮，且車聯網、物聯網、元宇宙、智慧城市、智慧電網/充電樁與儲能系統等基礎建設引爆高速傳輸及巨量資料運算儲存龐大需求，加上全球積極落實ESG節能減碳，讓只聞樓梯響已久的資料中心液冷散熱時代正式來臨，雙鴻因佈局多年，成為液冷散熱龐大商機受惠者。
林育申表示，目前每家伺服器/資料庫中心客戶都在測試液冷散熱，預計今年下半年就會正式導入，明年起全面放量。
雙鴻預估，今年伺服器佔營收比重可望達30%。
除資料中心液冷散熱產品可望於下半年導入出貨，VGA等高階產品比重持續攀升，亦有助於提升雙鴻產品ASP及毛利率。
儘管2022年電子產業籠罩在全球通膨升息、消費緊縮陰霾中，雙鴻因產品組合優化，2022年合併毛利率19.65%，年增0.97個百分點，全年營業淨利為11.73億元，年減14.92%，在業外挹注下，稅後盈餘為12.63億元，年成長11.55%，每股盈餘為14.68元。
雙鴻前2月合併營收為19.12億元，年減21.94%，隨著3月工作天數恢復正常，雙鴻3月營收有望比2月好，今年營運有望逐季成長，年增兩位數目標不變。"
【公告】雙鴻發言人異動,中央社,2023-03-08T13:45:44.000Z,"日 期：2023年03月08日
公司名稱：雙鴻 (3324)
主 旨：雙鴻發言人異動
發言人：顏珮旭
說 明：
1.人員變動別（請輸入發言人、代理發言人、重要營運主管
(如:執行長、營運長、行銷長及策略長等)、財務主管、會計
主管、公司治理主管、資訊安全長、研發主管、內部稽核主管或訴訟及非
訟代理人）:發言人
2.發生變動日期:112/03/08
3.舊任者姓名、級職及簡歷:顏珮旭 會計主管
4.新任者姓名、級職及簡歷:陳玉玲 董事長室副理
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、
「退休」、「死亡」、「新任」或「解任」）:職務調整
6.異動原因:職務調整
7.生效日期:112/03/08
8.其他應敘明事項:經112/03/08董事會決議通過。"
《熱門族群》浪潮風暴波及 雙鴻、奇鋐喊冤,時報資訊,2023-03-09T23:55:11.000Z,"【時報-台北電】浪潮風暴延燒，散熱廠遭點名恐受害，對此，包括雙鴻（3324）和奇鋐（3017）均表示，並沒有出貨給浪潮，對無端惹議，表示不解。
全球第三大、大陸最大品牌伺服器廠浪潮集團遭美方納入貿易黑名單風暴擴大，美國兩大晶片巨頭輝達、超微都正在評估停止供貨浪潮與其子公司，受到利空波及，市場傳言伺服器散熱大廠雙鴻和奇鋐也恐因而遭殃，受到此利空影響，雙鴻9日走跌，收163.5元，下跌2.39％，奇鋐亦下跌1.26％，收在117.5元。
對此，雙鴻表示，伺服器的主力客戶為美系客戶，並無與浪潮有業務來往，迄今浪潮的業績仍掛蛋，奇鋐也表示，伺服器的出貨主要以白牌為主，多年前確實有出貨給浪潮，但因利潤不佳，早已不做多年，浪潮事件對公司並無影響。
浪潮事件出現意外插曲，也讓市場重新關注散熱前景，儘管去年有缺料的變數，但雙鴻去年仍勉力成長，去年EPS 14.68元仍較前年EPS 13.12元續揚，就連毛利率的表現也不錯，達到19.65％，表現優於前年的18.68％。
展望今年，雙鴻指出，隨著工作天數增加，預期3月營收可望續揚，惟因首季工作天數較少，季減表現恐難免，但第二季起即可望重拾成長動能，伴隨著下半年伺服器晶片推出，下半年優於上半年仍可期。
雙鴻2月營收9.89億元，月增7.1％，惟累計前二月營收19.13億元，較去年同期的24.51億元仍下滑21.94％。(新聞來源 : 工商時報一鄭淑芳／台北報導)"
盤中速報 - 雙鴻(3324)急跌-2.23%報154.0元，成交503張,鉅亨網新聞中心,2023-03-13T01:13:29.000Z,"雙鴻(3324-TW)近5分K跌速2.23%，13日09:13報154.0元，成交503張。（註：漲跌速為5分K的漲跌幅）
雙鴻(3324-TW)近5日股價下跌1.54%，所屬產業為其他電子業，相關其他電子類指數上漲0.13%。櫃買指數下跌0.62%，股價波動與大盤表現同步。
近5日籌碼
三大法人合計買賣超：-1,046 張
外資買賣超：-1,124 張
投信買賣超：+142 張
自營商買賣超：-64 張
融資增減：-46 張
融券增減：-31 張
最新相關新聞
VGA、NB需求回溫 雙鴻Q2營收有望再走揚
鉅亨速報 - Factset 最新調查：雙鴻(3324-TW)EPS預估下修至14.67元，預估目標價為175.5元
鉅亨速報 - Factset 最新調查：雙鴻(3324-TW)EPS預估下修至14.67元，預估目標價為175.5元
【新台股龍捲風】量縮等CPI，觀光餐飲+車用+長江存儲概念股衝出
【量大強漲股整理】~看透13F報告持股明細!教你如何看穿股神巴菲特的想法!台積電後市如何解讀?
更多鉅亨報導"
盤中速報 - 雙鴻(3324)股價大漲至180.5元，漲幅達7.12%,鉅亨網新聞中心,2023-03-21T03:44:07.000Z,"雙鴻(3324-TW)21日11:44股價上漲12元，報180.5元，漲幅7.12%，成交5,802張。
雙鴻(3324-TW)所屬產業為其他電子業，主要業務為散熱模組。
近5日股價上漲5.97%，櫃買指數上漲1.11%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,413 張
外資買賣超：+1,131 張
投信買賣超：+98 張
自營商買賣超：+184 張
融資增減：-188 張
融券增減：-33 張
最新相關新聞
盤中速報 - 雙鴻(3324)急拉2.73%報169.0元，成交1,079張
盤中速報 - 雙鴻(3324)急跌-2.23%報154.0元，成交503張
VGA、NB需求回溫 雙鴻Q2營收有望再走揚
鉅亨速報 - Factset 最新調查：雙鴻(3324-TW)EPS預估下修至14.67元，預估目標價為175.5元
鉅亨速報 - Factset 最新調查：雙鴻(3324-TW)EPS預估下修至14.67元，預估目標價為175.5元
更多鉅亨報導"
《熱門族群》AI商機噴發 雙鴻、奇鋐權證夯,時報資訊,2023-03-22T23:52:21.000Z,"【時報-台北電】各大科技巨頭搶食人工智慧（AI）商機，相關題材熱度不減，在AI伺服器題材加持下，散熱雙雄雙鴻（3324）、奇鋐（3017）22日強勢表態，分別勁揚7.56％、7.91％，奇鋐盤中還一度亮燈漲停，改寫歷史新天價。
ChatGPT所引動的AI商機全面大爆發，AI伺服器成長可期，連帶散熱相關台廠也吃補，法人指出，今年PC市況有望逐漸走出谷底，板卡、伺服器展望相對優異，相關業者可望受惠。
受惠題材激勵，散熱雙雄雙鴻、奇鋐22日聯手大漲表態，分別勁揚7.56％、7.91％，雙鴻最高價達193.5元，寫九個月新高，奇鋐盤中也還一度觸及漲停價139元，創歷史新高，投信連六日持續買超5,212張。
無懼電子需求疲軟，散熱大廠去年營收及獲利表現逆勢強，雙鴻、奇鋐全年稅後純益分別達12.64億元、41.62億元，雙雙創下歷史新高紀錄，全年每股稅後純益（EPS）則分別達14.68元、11.78元。
散熱模組大廠雙鴻VGA新品逐步放量，市場預估，其3月營收有望明顯提升，且動能亦將延續至第二季左右，此外，英特爾（Intel）Eagle Stream新平台出貨時程延宕，預計將於第二季底、第三季初開始發量，而新平台功率提升，亦將拉高產品平均售價（ASP），帶動獲利上揚。
此外，雙鴻耕耘液冷技術已久，法人指出，液冷散熱兼具效能、減碳雙重優勢，在市場對伺服器瓦數、ESG要求同步大增下，液冷散熱需求亦可望顯著成長。
奇鋐也公布2月自結稅後純益4.24億元，較去年同期大幅成長81.97％，而單月EPS則為1.21元。法人指出，奇鋐產品線分散，其中，旗下小金雞富世達為知名品牌折疊手機軸承供應商，目前也已進入收割期，對其營運亦可望有所支撐。(新聞來源：工商時報─鄭郁平／台北報導)"
〈焦點股〉AI推升散熱需求旺 雙鴻、健策領軍族群逆勢走強,鉅亨網記者沈筱禎 台北,2023-03-27T04:55:18.000Z,"AI 熱潮席捲全球，推升資料中心與伺服器需求增加，同步帶動散熱需求看旺，加上台散熱廠今年營運展望樂觀，雙鴻 (3324-TW)、泰碩 (3338-TW)、健策 (3653-TW) 強勢攻上漲停。
另外，尼得科超眾 (6230-TW)、業強 (6124-TW)、奇鋐 (3017-TW) 勁揚逾半根停板；建準、力致、協禧、元山、動力 - KY 等均逆勢走強。
雙鴻對伺服器市場不悲觀，除了 2 月業績顯著增加外，預期 Intel Eagle stream 新平台推出後，有機會開始出現換機潮，並將是下半年營運主要成長動能，估全年業績成長 30% 以上。
雙鴻今年將受惠伺服器出貨動能延續、VGA 顯卡新品上市，整體散熱產品量價齊揚，營收、毛利率都將比去年成長，法人估，全年營收有望年增 15%。
力致看準高瓦數產品越來越多，透過先進冷卻聯合實驗室，開發浸沒式散熱系統，並與 Intel 合作發展液冷系統，此系統可解決 4-200kw，期望近年會有初步結果。
另外，隨著客戶庫存調整告一段落，有望在第二季恢復需求，營運有望同步成長，此外，電競需求同步回溫，成長性高於個人用筆電、消費型機種。
更多鉅亨報導•伺服器、VGA顯卡助攻 明年營收年增15%•液冷散熱明年迎元年 拚拿4成市占"
"盤中速報 - 雙鴻(3324)股價拉至漲停，漲停價213.5元，成交7,338張",鉅亨網新聞中心,2023-03-27T03:40:31.000Z,"雙鴻(3324-TW)27日11:40上漲19元，股價漲停報213.5元，委買6張、委賣4張，成交7,338張。
主要業務為散熱模組。所屬產業為其他電子業，相關其他電子類指數近5日上漲3.47%。
雙鴻(3324-TW)近5日股價上漲21.18%，櫃買指數上漲3.46%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+4,518 張
外資買賣超：+3,146 張
投信買賣超：+1,039 張
自營商買賣超：+333 張
融資增減：-162 張
融券增減：-662 張
最新相關新聞
盤中速報 - 雙鴻(3324)股價大漲至208.5元，漲幅達7.2%
盤中速報 - 雙鴻(3324)急拉2.51%報203.0元，成交3,146張
蔡明彰觀點：美國對中國半導體新割喉戰 台廠的贏家與輸家
【量大強漲股整理】台積電大漲後的選股方向，技術面觀察缺口是否順利回補？
台股奪回月線 三大法人買超276.5億元 外資狂買逾260億元
更多鉅亨報導"
焦點股：受惠新平台應用、ASP看漲，雙鴻股價一度亮燈漲停,財訊快報,2023-03-29T02:32:12.000Z,【財訊快報／研究員吳禹潼】散熱模組大廠雙鴻(3324)上半年受惠於VGA、MB、電競NB需求持續提升，除了2月業績回溫外，3月營收也有望迎來顯著增加，第二季營收也將再走揚，預期隨著Intel Eagle stream新平台推出後，當中採用熱板方案成為主流，也將帶動ASP有所提升的空間。隨著換機潮湧現，帶動整體散熱產品量價齊揚，預期將成為今年下半年營運主要成長動能，法人樂觀看好，其今年的營收、毛利率都將比去年成長。 技術面部分，股價早盤一度達亮燈漲停，目前所有均線呈多頭排列，惟短線漲幅已大，日KD技術指標也相對高檔，須留意漲多賣壓。
