headline,author,time,content
聯電發2.3萬張限制員工新股 董事長總經理各800張,中央社,2023-01-03T06:57:22.000Z,"（中央社記者張建中新竹2023年1月3日電）聯電 (2303) 發行2.3萬張限制員工權利新股，董事長暨策略長洪嘉聰與兩位共同總經理簡山傑、王石各分得800張，依今天收盤價41.4元計，市值約新台幣3312萬元。
為吸引及留任關鍵優秀人才，激勵員工全力以赴達成營運目標，創造公司及股東更高利益，並確保員工利益與股東利益相結合。聯電去年股東會決議通過發行5萬張限制員工權利新股。
聯電於去年12月29日發行2.3萬張限制員工權利新股；其中，洪嘉聰、簡山傑及王石各分得800張，執行副總經理徐明志分得400張，其餘22名資深副總經理及副總經理各分得200至300張不等。
聯電表示，這次限制員工權利新股的發行對象以中階主管居多，將於2年後，視個人績效分3年發放；剩餘約2.7萬張的額度，將由人事單位視情況發行。"
聯電發行2.3萬張限制型股票，經營團隊共分得7400張,財訊快報,2023-01-03T08:40:37.000Z,【財訊快報／記者李純君報導】晶圓代工大廠聯電(2303)發行2.3萬張限制員工權利新股，董座洪嘉聰與兩位共同總經理王石和簡山傑，各分得800張，市值各約3300多萬元，而經營團隊25人共分7400張，此外，公司預計1月16日召開法說會，屆時將揭露今年的市場看法與營運展望。 為留才，聯電去年股東會決議發行5萬張限制員工權利新股，並在去年12月29日發行2.3萬張。聯電表示，這次發行對象以中階主管居多，會在2年後，依照個人績效分3年發放，至於另一半的限制員工權利新股會看後續情況再實施，目前沒有時間表。 其中洪嘉聰、簡山傑、王石各分得800張，依今天收盤價41.4元計算，市值各約3312萬元，至於執行副總經理徐明志分得400張，而22名資深副總經理及副總經理各分得200至300張不等。 至於就營運展望部分，去年前三季晶圓代工量價齊揚，聯電2022年將可繳出亮眼成績，展望2023年大環境因戰爭、通膨與升息挑戰大，市場存在庫存去化與終端需求疲弱不振的問題，晶圓代工景氣何時可觸底反彈，聯電能否持續繳出好成績，將可在1月16日聯電的法說會中窺見一二。
《半導體》聯電上季營收寫第3高 去年續締新猷,時報資訊,2023-01-06T06:32:32.000Z,"【時報記者林資傑台北報導】晶圓代工大廠聯電(2303)2022年12月自結合併營收209.46億元，雖月減7.09％至近10月低點，仍年增3.29％，續創同期新高。第四季合併營收678.35億元，季減10.02％、年增14.78％，創同期新高、歷史第三高。全年合併營收2787.05億元、年增30.84％，連3年創高。
聯電先前法說時表示，受產業庫存調整影響，預期去年第四季營運將下滑，稼動率將自逾100％過載狀態降至90％，晶圓出貨量將季減10％、美元平均售價（ASP）持平，毛利率略降至40～43％（low-40%），並將全年資本支出下修至30億美元。
聯電總經理王石指出，聯電仍看好5G、AIoT和電動車等應用普及，將帶動長期成長動能。其中，車用晶片業務見成長趨勢，將繼續尋求更多合作機會，維持未來成長動能，而台南Fab 12A的P6廠區及新加坡Fab 12i的P3廠區擴產計畫仍持續進行。
展望2023年，王石認為，由於全球各產業均受高通膨影響，晶圓代工產值可能下滑，由於目前認為市場能見度較低，今年營運表現仍難以預估，尚待進一步觀察。"
【公告】聯電 2022年12月合併營收209.46億元 年增3.29%,中央社,2023-01-06T06:11:34.000Z,"日期： 2023 年 01 月 06日
上市公司：聯電 (2303)
單位：仟元"
聯電Q4業績表現合乎財測，2022年營收年增逾三成,財訊快報,2023-01-06T07:29:43.000Z,【財訊快報／記者李純君報導】受客戶端庫存調整與步入淡季影響，晶圓代工大廠聯電(2303)12月業績呈現月減年增態勢，但第四季業績符合財測預估值，且2022年全年營收年增超過三成，刷新年度歷史新高。 聯電公布12月成績，單月營收209.46億元，月減7.09%、年增3.29%，累計2022年第四季營收678.35億元，季減10.02%，至於2022年全年營收2787.05億元，年增30.84%。 先前聯電所公布的第四季財測，預估晶圓出貨將季減10%，產能利用率約90%，晶圓平均售價以美元計為持平，而從聯電實際公布的第四季營收來看，表現合乎預期。 展望2023年，受通膨、需求降溫、市場能見度減低等影響，業界普遍認為，半導體產業上半年景氣確定不佳，下半年有望復甦，但力道得觀察，而聯電近期也將召開法說會，屆時對於今年展望將可較清晰。
耗水費2/1開徵 台積電聯電：落實節水與拓展水源,中央社,2023-01-06T10:08:01.000Z,"（中央社記者張建中台北2023年1月6日電）經濟部宣布自2月1日起開徵耗水費。晶圓代工廠台積電 (2330) 、聯電 (2303) 表示，將落實節水、提升廢水回收率，並拓展多元水資源。
經濟部今天發布耗水費徵收辦法，也公告耗水費減徵及抵減項目認定作業要點、用水回收率行業基準區間2項開徵所需行政規則，宣布自2月1日起開徵耗水費，對象為單月用水量超過9000噸（度）的大用水戶，每度徵收新台幣3元耗水費。
台積電表示，持續推動水資源永續管理，落實製程節水與廢水分流，並拓展多元水資源。
台積電目前南科廠區已開始使用再生水，南科再生水廠1天供應1萬噸再生水，今年將進一步增至3.5萬噸，第2季南科廠20%的用水將採用再生水；預計2025年台灣廠區再生水替代率達40%，2030年再生水替代率達60%。
聯電指出，目前廢水回收率已超過90%，經濟效益已逼近臨界點，未來將持續提升廢水回收率，並積極投資節水設備。
在拓展多元水資源方面，聯電表示，目前已向安平及永康再生水廠承諾南科廠再生水使用量，另外，竹科廠未來也將使用海淡水。"
聯電、環球晶、中美晶營運旺 去年營收同創高,中央社,2023-01-06T11:20:14.000Z,"（中央社記者張建中台北2023年1月6日電）晶圓代工廠聯電 (2303) 去年總營收達新台幣2787.05億元，創新高。半導體矽晶圓廠環球晶 (6488) 與母公司中美晶 (5483) 去年營收分別突破700億及800億元，同創新高。
聯電去年12月受客戶去化庫存影響，營收滑落至209.46億元，月減7.09%，年增3.29%，連續第4個月滑落，為10個月新低水準。
聯電去年第4季營收678.35億元，季減約10%，表現符合預期。聯電去年總營收2787.05億元，創新高，年增30.84%。
環球晶在大尺寸矽晶圓產能維持滿載下，去年12月營收維持60億元以上水準，第4季營收183.9億元，季增1.85%，再創新高。2022年總營收首度突破700億元關卡，達702.9億元，年增15%。
中美晶受惠子公司環球晶營運亮麗，加上太陽能業績突破100億美元大關，達102.5億元，中美晶去年總營收首度突破800億元關卡，達818.7億元，年增18.9%。"
日經列2023受矚亞洲10企業 聯電從供應鏈中斷獲利,中央社,2023-01-06T12:26:27.000Z,"（中央社東京2023年01月6日綜合外電報導）日經亞洲今天將全球第3大晶圓代工業者聯華電子股份有限公司 (2303) 列為2023年值得關注10大亞洲企業之一，報導強調在美中對抗態勢下，跨國業者推動供應鏈「去中化」趨勢使聯電受惠。
日經亞洲（Nikkei Asia）報導，走出飽受戰爭、通貨膨脹和揮之不去疫情衝擊的2022年後，亞洲企業著眼於重整海內外市場。
報導列舉2023年值得關注10大亞洲企業，除了挑戰空中巴士公司（Airbus SE）和波音公司（BoeingCo.）的中國航空業者，還有矢志締造新猷的印尼煤礦商，從史無前例晶片荒賺進創紀錄營收的聯電也是其中之一。
報導指出，相比於規模較大的國內同業台灣積體電路製造股份有限公司，聯電有時會被埋沒。但聯電也跟台積電一樣，在地緣政治緊張重塑全球科技供應鏈之際，持續擴大海外產能。
在美國和中國的科技戰開打之前，聯電與中國最大晶片製造商中芯國際集成電路製造有限公司是激烈的競爭對手，兩間公司都提供類似的晶片製造技術。
但如今，聯電正受惠於部分跨國晶片開發商和電子產品製造商推動供應鏈「去中化」的趨勢。在過去兩年史無前例的晶片荒期間，聯電賺進創紀錄的營收。
聯電正斥資50億美元在新加坡擴建新廠，並強調有意使用公司在星國產能的客戶洽詢與日俱增。聯電也正和日本汽車零件製造大廠電裝公司（DENSOCorp.）打造一條車用功率半導體產線，以因應日本持續擴增的車用晶片需求。
除了聯電，日經亞洲列出的其他值得關注亞洲企業有中國電動車製造商比亞迪（BYD）、印尼煤礦商Indika能源公司（Indika Energy）、中國商用飛機公司、日本羅姆半導體集團（ROHM）、設於香港的投資顧問公司Aqumon。
還有全球最大疫苗生產商印度血清研究所（SerumInstitute of India）、越南網路新創公司VNG、電機企業日本電產公司（Nidec）以及中國社群平台「小紅書」。"
聯電12月營收落至2022年第三低 庫存效應Q4業績減1成,呂俊儀｜Yahoo財經特派記者,2023-01-06T09:58:56.000Z,"聯電（2303）今日公布12月營收209.46億元，月減近7.1%，年增3.29%，為同期新高，但與去年相比，單月年增率為2022年最小，且是去年第三低。不過聯電先前法說預期，第四季晶圓出貨季減約1成，季營收表現落在預期水準上下。
聯電第四季營收678.35億元，季減約10%，年增14.78%，為同期新高，但是近三季低點，全球合併營收2787.05億元，年增30.84%。外資元旦以來對聯電買多於賣，其中1/6加碼1.5萬多張。聯電1/16日將召開法說會，屆時除將公布第四季營運成果，預期也會針對市況、與產能情況進一步說明。
聯電先前法說預估，第四季晶圓出貨季減約10%，平均售價約持平，毛利率則會回落至40-43％左右，產能利用率將不到滿百，降至90%。
聯電先前在法說上坦言第四季無法避免受到半導體業庫存調整影響，但會與客戶密切合作，以因應當前市場情況。但也預期5G、AIoT和電動車等應用普及，半導體含量提升所帶動整體市場成長動能，長期展望依然看好。
先前外資預期，聯電今年產能利用率將滑落到80%至90%，12吋成熟製程產能利用率可望優於8吋。價格上，外資認為受良率與利基產品組合差異，代工價格可能比台積電低一到二成，並點到三星為外代工的影響處理器與感測器可能在年底收回自製，也是未來要觀察的不利因素。
（審核：葉憶如）
延伸閱讀
聯電發2.3萬張限制員工新股 董、總各市值3000餘萬元股票
春燕要多看幾隻！世界先進董座方略：景氣先冷後溫熱「但不確定因素多」
聯電Q3毛利率優於財測「EPS 2.19元寫新高」 王石：Q4無法避免半導體庫存調整影響"
元富期貨：聯發科、聯電強勢表態，台指今日開低走高,財訊快報,2023-01-06T08:04:47.000Z,【財訊快報／編輯部】美股方面，美股週四(5日)震盪走跌，因就業市場的數據強勁，有「小非農」之稱的美國ADP就業報告遠超市場預期，增添聯準會將繼續升息的擔憂。然而，美國公債殖利率走高，對貨幣政策最敏感的2年期公債殖利率躍升至5週高點，使得科技股成重災區。如今所有的目光都聚焦在本週五(6日)公布最新的非農就業報告，將影響全球股市動向。 台指方面，台指今日呈現開低走高格局，權值王台積電(CDF)熄火，在平盤附近震盪，但聯發科(DVF)、聯電(CCF)等半導體權值股強勢表態，午盤湧入資金力挺，加上金融股跌勢也收斂，帶動指數翻揚。終場成交量1538.63億元，加權指數上漲72.29點、漲幅0.51%、收在14373.34點，週線終止連四黑，累計本週上漲235點。 綜合以上分析，VIX指數今日由16.8下降至16.66、下降了0.14，顯示市場的避險情緒持續收斂，有利於後續多頭續攻，不過在台積電法說會之前，指數仍可能維持量縮震盪的盤勢，且農曆春節假期將近，追價買盤意願恐不高，指數拉抬空間有限，預期各類股維持輪動格局。
