headline,author,time,content
【公告】統一超代子公司統一生活(浙江)商貿有限公司取得使用權資產,中央社,2023-01-06T12:31:38.000Z,"日 期：2023年01月06日
公司名稱：統一超 (2912)
主 旨：代子公司統一生活(浙江)商貿有限公司取得使用權資產
發言人：吳玟琪
說 明：
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
浙江省杭州市上城區筧橋街道環站東路768號東站花園商務中心2幢
1216室之不動產使用權資產
2.事實發生日:112/1/6~112/1/6
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
交易單位數量: 191.76平方米
交易總金額: 使用權資產總金額人民幣2,021,134元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
交易相對人：?一超商(浙江)便利店有限公司
與公司之關係：關係人
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
選定關係人為交易對象之原因：符合公司及集團經營上整體規劃
前次移轉之所有人：杭州歐聯實業投資有限公司
前次移轉之所有人與公司之關係：非關係人
前次移轉之所有人與交易相對人之關係：非關係人
前次移轉日期：交易相對人預計於2023年2月1日取得該不動產使用權資產
前次移轉金額：依承租面積計算，取得使用權資產總金額人民幣7,472,284元
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
交付或付款條件：依合約規定
契約限制條款及其他重要約定事項：無
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
交易決定方式:議價
價格決定之參考依據: 依據市場行情
決策單位: 董事會
10.專業估價者事務所或公司名稱及其估價金額:
不適用
11.專業估價師姓名:
不適用
12.專業估價師開業證書字號:
不適用
13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
14.是否尚未取得估價報告:否或不適用
15.尚未取得估價報告之原因:
不適用
16.估價結果有重大差異時，其差異原因及會計師意見:
不適用
17.會計師事務所名稱:
不適用
18.會計師姓名:
不適用
19.會計師開業證書字號:
不適用
20.經紀人及經紀費用:
不適用
21.取得或處分之具體目的或用途:
符合總部辦公需求，發揮集團最大效益
22.本次交易表示異議之董事之意見:
無
23.本次交易為關係人交易:是
24.董事會通過日期:
民國112年1月6日
25.監察人承認或審計委員會同意日期:
民國112年1月6日
26.本次交易係向關係人取得不動產或其使用權資產:是
27.依「公開發行公司取得或處分資產處理準則」第十六條規定
評估之價格:不適用
28.依前項評估之價格較交易價格為低者，依同準則第十七條規
定評估之價格:不適用
29.其他敘明事項:
交易金額幣別為人民幣。"
【公告】統一代子公司廣州統一企業有限公司取得理財產品,中央社,2023-01-10T08:13:33.000Z,"日 期：2023年01月10日
公司名稱：統一 (1216)
主 旨：代子公司廣州統一企業有限公司取得理財產品
發言人：陳國煇
說 明：
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
富邦華一銀行月享盈23010057期
2.事實發生日:112/1/10~112/1/10
3.交易數量、每單位價格及交易總金額:
交易數量、每單位價格：不適用
交易總金額：人民幣 200,000,000元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
交易相對人：富邦華一銀行
與公司關係：無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
交付或付款條件：一次性支付；契約限制條款及其他重要約定：無
10.本次交易之決定方式、價格決定之參考依據及決策單位:
交易決定方式：比價；價格決定參考依據：依市場利率
決策單位：依公司核決權限辦理
11.取得或處分有價證券標的公司每股淨值:
不適用
12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
交易數量：不適用；交易金額：人民幣 200,000,000元；持股比例及權利受限情形：無。
13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
占總資產比例：1.4%
占業主權益比例：2.25%
營運資金數額：新台幣-16,318,129仟元
14.經紀人及經紀費用:
無
15.取得或處分之具體目的或用途:
投資保本收益之理財產品
16.本次交易表示異議董事之意見:
不適用
17.本次交易為關係人交易:否
18.董事會通過日期:
不適用
19.監察人承認或審計委員會同意日期:
不適用
20.本次交易會計師出具非合理性意見:不適用
21.會計師事務所名稱:
不適用
22.會計師姓名:
不適用
23.會計師開業證書字號:
不適用
24.是否涉及營運模式變更:否
25.營運模式變更說明:
不適用
26.過去一年及預計未來一年內與交易相對人交易情形:
過去一年與交易相對人交易情形：交易日期111年09月29日已於當天公告。
預計未來一年與交易相對人交易情形：無
27.資金來源:
廣州統一企業有限公司自有資金
28.其他敘明事項:
取得資產之子公司廣州統一企業有限公司並無營運資金不足情事"
統一去年營收衝破5千億元 國內傳產第三高,曾仁凱／台北報導,2023-01-10T13:27:50.000Z,"國內食品暨零售龍頭統一（1216）10日公布2022年全年營收5,246億元，較2021年同期成長10.8％，年營收首度衝破5,000億元大關，連續第2年創新高。在國內上市傳產公司營收排行榜中，應該僅次於台塑化的8,480億元及長榮的6,271億元，領先中鋼的4,495億元，排名第三。
統一已轉型控股公司，除食品本業在國內稱王，旗下旗艦子公司統一超為台灣零售業一哥。統一超今同步公布去年營收2,902億元，年增率10.5％，為連續第7年改寫新高紀錄。
統一的食品本業營運穩健，零售事業方面，統一超持續展店，截至2022年底，累積全台門市已達6,631家，相較去年同期的6,379家，多出252家店，營收規模跟著擴大。另外包括菲律賓7-ELEVEN、統一生活（康是美）、統一速達（黑貓宅急便）、悠旅生活（星巴克）、統一精工等轉投資事業，去年12月營收表現也均較前年同期成長，挹注動能。
至於在獲利方面，統一2022年面對「黃小玉」為首的各項農糧原物料成本大漲，統一集團董事長羅智先堅持「客戶優先」，維持產品凍漲，公司承受不小成本壓力，去年前三季稅後純益146.12億元，較前年同期衰退11.4％，全年恐連二年下滑。
不過統一超受惠展店效益發揮，去年前三季稅後純益73.13億元，較前年同期成長11.8％，換算每股純益7.03元，估計全年每股獲利應該可以輕鬆超越2021年的8.52元，只是要挑戰2018-2020年各賺進約一個股本，可能有點拚。
更多中時新聞網報導晶片毀滅戰升溫！美大廠發狠停用陸製品 供應商驚嚇：來真的綠電大爆雷？20家銀行曝險近667億 金管會回應了國泰金年終今入帳最高10個月 打趴一掛上班族"
《台北股市》台幣強升 統一、南僑獲利吃補,時報資訊,2023-02-03T00:16:15.000Z,"【時報-台北電】通膨降溫，美聯準會升息放緩，壓抑美元指數，新台幣兌美元匯率周三升破「2字頭」，2日續強，大升2.65角，最新匯價來到29.7元。搭配「黃小玉」等上游食品原料價格回檔，食品廠統一（1216）、南僑（1702）、大成（1210）、卜蜂（1215）等，今年成本壓力可望大幅紓解。
去年食品廠承受沈重成本壓力，由於疫情等因素，黃小玉、棕櫚油等食品原料價格從2021年底就開始飆漲，去年2月碰上俄烏戰爭更直衝天際，直到第二季底、第三季才回落。不過因食品廠都備有原料庫存，去年下半年都在清理高價庫存。
二方面，美國為壓抑通膨，去年啟動強升息，推升美元指數狂飆，新台幣兌美元匯率從去年初的27.5元，到10月最低貶到32.3元，足足貶值超過15％。國內黃小玉等食品原料9成以上仰賴進口，多數採美元採購，新台幣貶值，食品廠購買力削弱，成本壓力雪上加霜。
隨著高價原料庫存消化告一段落，搭配新台幣強升，法人看好國內食品廠今年成本壓力可望大幅紓解，幫助獲利回升。
國內食品龍頭統一，旗下以統一超（2912）為首的流通事業去年營運表現出色，推升統一去年全年營收達5,246億元，年增10.8％，年營收首度衝破5,000億元大關，改寫歷史新高。
統一集團董事長羅智先堅持照顧消費者，維持產品凍漲，公司去年食品本業承受龐大成本壓力，去年前三季稅後純益146.12億元、年減11.4％，全年獲利恐連二年下滑。隨著料回檔與新台幣強升，成本壓力趨緩，加上疫情解封帶動需求回籠，法人看好統一今年營運可望重回成長。
另外烘焙原料大廠南僑也是去年原料成本高漲的重災戶，因為南僑主要原料小麥、棕櫚油等，去年初的漲幅最大。南僑剛公布去年自結稅後純益5.61億元，較前年重摔47.6％，每股純益2.26元，創下近十年獲利新低。
不過隨著成本壓力趨緩、大陸疫控逐漸開放，加上泰國新產能開出，法人看好南僑今年營運成長動能可期。(新聞來源 : 工商時報一曾仁凱／台北報導)"
春節效應 統一、統一超元月營收年增率「一正一負」,曾仁凱／台北報導,2023-02-10T10:35:27.000Z,"春節效應，統一（1216）、統一超（2912）10日公布元月營收年增率「一正一負」。因今年元月春節連假長達10天，統一的食品本業出貨天數少，元月營收較去年同期下滑4.4％；統一超則受惠春節民眾連假出遊、疫情解封，1月營收比去年同期大幅成長12.3％，連續第二個月改寫單月營收新高紀錄。
統一今公告元月營收459.15億元，年減4.4％，但比去年12月增加3％，仍創近四個月新高。
今年農曆年比較早，落在1月。對於統一的食品本業而言，年貨採購的旺季效應提前從去年底就開始發酵，1月上半月雖然旺季熱能持續，但今年春節假期長達10天，工作及出貨天數都縮短，造成元月營收較去年同期下滑，在市場意料之中。惟2月工作天數相對恢復正常，預料統一營收年增率可望重回正成長。
至於統一超，反而受惠春節連假大家出遊，加上今年疫情解封帶動人流回籠，超商業績增溫，今天公告元月營收266.13億元，年增12.3％，也比去年12月再成長2.4％，連續第二個月改寫單月營收新高紀錄。
統一超主管表示，元月營收創高，主要因為台灣7-ELEVEN有掌握到元旦連假、年節採買、春節走春商機，並聚焦觀光型商圈、國道商場門市經營，把握消費人潮回流及暢旺的國旅商機，同時整合線上線下推動春節禮盒、開運零食與鮮食、開運金喜福袋等主題活動推升買氣。
另外在轉投資事業方面，菲律賓7-ELEVEN、悠旅生活（星巴克）、統一生活（康是美）、二十一世紀（21風味館、21 TO GO）等也都表現亮眼，有效挹注整體營收。
展望2月，統一超將持續掌握開工、開學、補班、元宵、情人節、228連假等節令商機，維持營收動能。
更多中時新聞網報導美國制裁糗大了？大陸企業抓到破綻！靠這招狠咬一口 陸富豪瘋移民這國 奢華生活曝光：花2400萬買1瓶酒就等這桶金！4月起不只普發6千 每月再領1.12萬 年滿18歲、父母有房也OK...政府1好康「隨辦隨領 」"
統一超元月業績 再譜單月新高,曾仁凱／台北報導,2023-02-10T20:10:00.000Z,"春節效應，統一（1216）、統一超（2912）10日公布元月營收年增率「一正、一負」。因今年元月春節連假長達十天，統一的食品本業出貨天數少，元月營收較去年同期下滑4.4％；統一超則受惠春節民眾連假出遊、疫情解封，1月營收比去年同期大幅成長12.3％，連二個月改寫單月營收新高。
統一10日公告元月營收459.15億元，年減4.4％，但比去年12月增加3％，仍創近四個月新高。
今年農曆年比較早，落在1月。對於統一的食品本業而言，年貨採購的旺季效應提前從去年底開始發酵，1月上半月雖然旺季熱能持續，但今年春節假期長達十天，工作及出貨天數都縮短，造成元月營收較去年同期下滑，在市場意料之中。惟2月工作天數相對恢復正常，預料統一營收年增率可望重回正成長。
至於統一超，反而受惠春節連假大家出遊，加上疫情解封帶動人流回籠，超商業績增溫，10日公布元月營收266.13億元，年增12.3％，也比去年12月再成長2.4％，連續第二個月改寫單月營收新高。
統一超主管表示，元月營收創高，主因台灣7-ELEVEN有掌握到元旦連假、年節採買、春節走春商機，並聚焦觀光型商圈、國道商場門市經營，把握消費人潮回流及暢旺的國旅商機，同時整合線上線下推動春節禮盒、開運零食與鮮食、開運金喜福袋等主題活動推升買氣。
另外，在轉投資事業方面，菲律賓7-ELEVEN、悠旅生活（星巴克）、統一生活（康是美）、二十一世紀（21風味館、21 TO GO）等表現亮眼，有效挹注整體營收。
展望2月，統一超將持續掌握開工、開學、補班、元宵、情人節、228連假等節令商機，維持營收動能。
更多工商時報報導美光早盤大漲逾9％ 記憶體族群歡騰美經濟重啟 Nike財報超預期養地怎麼認定？ 動工合理期間出爐"
統一韓國子公司 砸7.5億建物流,曾仁凱,2023-02-14T20:10:00.000Z,"統一（1216）2018年底宣布收購韓國飲料及甜食公司熊津食品（Woongjin Foods）74.8％股權，首度揮軍東北亞。為擴張發展，統一14日代熊津食品公告，投資312.63億韓元（約新台幣7.5億元），發包在韓國公州市自地委建新的物流中心及廠房。
統一收購韓國熊津食品，創下統一首度揮軍東北亞的紀錄，搭配統一原本在台灣、大陸及東南亞的耕耘成果，整體亞洲市場布局更趨完整。
更多工商時報報導工商社論》論海外就業劇減二十多萬人的迷思錢景俏 5檔電池材料供應鏈有戲徐秀蘭：能源政策明確 就能拚出產業需要的電"
《傳產》烘培展明天開鑼 統一、德麥、三能-KY卯力參加,時報資訊,2023-02-15T03:03:09.000Z,"【時報記者郭鴻慧台北報導】台北國際烘焙暨設備展(Taipei Int’l Bakery Show)將於2月16~19日盛大開展，國業烘培、相關器具等業者包括統一(1216)、德麥(1264)、聯華食(1241)、三能-KY(6671)等皆有參展。此次烘培展超過360間廠商、超過1600個攤位，後疫情時代，烘焙產業將再次踏出成長步伐。
呼應本屆主題，展會籌辦一系列活動展現烘焙產業暖實力：全球性烘焙賽事UIBC世界盃青年麵包及西點兩場大賽將於展場舉辦，其中青年麵包大賽更是首次離開歐洲舉辦，是全球烘焙迷必須親眼見證的重大時刻。
同時，展會邀請2022路易樂斯福世界盃麵包大賽團體賽冠軍－武子靖、李忠威、徐紹桓三位師傅擔任代言人，打造全球頂尖的展會形象；展覽現場並將展出榮獲世界冠軍榮耀的藝術麵包作品「美女與野獸」復刻版本，近距離體驗世界頂尖的烘焙實力。
推動產業創新，展會舉辦TIBS烘焙產業年度新品獎，由中華穀類食品工業技術研究所－施坤河所長集結產、官、學界人士組成評審團，評選出20項原物料類產品，以及25項設備器具類產品，包含百城機械企業有限公司的HM102 3D魔術手、味王股份有限公司的細化黃豆泥等，並將於TIBS烘焙產業年度新品獎主題區中展示，揭示烘焙產業未來面貌。
2023台灣烘焙大賞延續首屆打造網路聲量指南的初衷，首度攜手知名數據內容媒體平台「網路溫度計」調查2022年度網路人氣烘焙產品TOP30，並邀請其中上榜店家前來展場販售旗下的上榜人氣烘焙品；同時為挖掘潛力新星，今年擴大舉辦2023台灣烘焙大賞－潛力獎。"
《食品股》麵包也分眾 統一烘焙版圖再拓張,時報資訊,2023-02-16T08:09:59.000Z,"【時報記者郭鴻慧台北報導】2023烘焙展今(16)日開展，統一(1216)集團以佔地超過285坪的「統一集團烘焙生活美學館」參與此次展覽。統一公共事務部部長涂忠正表示，以往麵包的區分侷限於種類，集團的烘焙技服團以年齡做為區分，針對兒少、青壯、樂齡三大世代，設計上百款麵包產品，讓不同族群都能找到符合自己需求的選擇，也希望因此更貼近消費者需求，搶下更多烘培商機。
涂忠正指出，烘培產業成長仍是現在進行式，隨著產業的成長，營運也可望受惠。至於成本壓力是否續增？有無調漲的計劃？他則說，原物料價格起起落落是很正常的事，現在仍是集團自已吸收成本壓力。
迎向分眾新時代，統一企業集團率先針對運動族群推出，強化能量又不失美味、每份蛋白質可達20g、方便攜帶的「ENERGY BREAD能量麵包」新概念，示範了3鹹3甜共六種口味；這個計畫邀集了文世成、吳寶春、曹志雄共同參與研發。台灣三大烘焙巨擘睽違15年再度同台，以能量賦予麵包全新的營養觀點，期望帶動一波能量熱潮。同時，最具台灣人情味的代表賽事-台灣米倉田中馬拉松更已搶先採用作為今年全馬跑者的完賽餐。
統一表示，集團以麵粉廠起家，根基於此不忘初衷，一直都與台灣烘焙有著深厚的感情連結，也肩負著引領烘焙業發展的使命與責任。除了對內積極佈局集團烘焙事業的多元擴展、對外也長期深耕產業升級與人才培育。
今年的烘焙展中，呈現了統一集團烘焙版圖整合後的新格局，將引領台灣烘焙產業邁入烘焙分眾新時代，期望以Total solution烘焙專家的角色，提供業者整合性技術服務2.0、也給予消費者最健康安心的美味麵包。
此外，今年統一集團烘焙生活美學館也將在2/25-28連假前進高雄夢時代百貨，邀請全民一同體驗烘焙生活美學。」"
《食品股》統一出售合肥資產 處分利益15億,時報資訊,2023-03-04T07:03:59.000Z,"【時報-台北電】統一（1216）3日代子公司合肥統一公告，擬出售部分資產，成交金額約為人民幣5.83億元（約新台幣逾25億元），預計處分利益達人民幣3.51億元（約新台幣15.5億元），可望將於第二季入帳。
統一去年營收5,246億元，較前年成長10.8％，年營收首度衝破5,000億元大關，連續兩年創高；唯原物料大漲，承受成本壓力不小，前三季稅後純益146.12億元，較前年同期衰退11.4％，全年恐連兩年下滑。
統一指出，此次出售合肥經濟技術開發區部分資產，包括土地與建築物，主要是因應合肥市政府針對開發區規劃而進行徵收，預計處分利益可望會落在第二季入帳，不過實際仍需視合肥市政府處理流程而定。(新聞來源 : 工商時報一李麗滿／台北報導)"
